year,make,model,series,package,style,engine,code ,grg,drg,vsd,lrg
2024,AUDI,A3,PREMIUM,,4D SED,HYBRID,2024AUDIA3PREMIUM4D SEDHYBRID,24,24,C,6
2024,AUDI,A3,PREMIUM,,4D SED,HYBRID,2024AUDIA3PREMIUM4D SEDHYBRID,24,24,C,6
2024,AUDI,A3,PREMIUM PLUS,,4D SED,HYBRID,2024AUDIA3PREMIUM PLUS4D SEDHYBRID,25,25,C,6
2024,AUDI,A3,PREMIUM PLUS,,4D SED,HYBRID,2024AUDIA3PREMIUM PLUS4D SEDHYBRID,25,25,C,6
2024,AUDI,A3,QUATTRO PREM,,4D SED,HYBRID,2024AUDIA3QUATTRO PREM4D SEDHYBRID,25,25,C,6
2024,AUDI,A3,QUATTRO PREM PLUS,,4D SED,HYBRID,2024AUDIA3QUATTRO PREM PLUS4D SEDHYBRID,26,26,C,6
2024,AUDI,A3,QUATTRO PREM PLUS,,4D SED,HYBRID,2024AUDIA3QUATTRO PREM PLUS4D SEDHYBRID,26,26,C,6
2024,AUDI,A3,QUATTRO PREMIUM,,4D SED,HYBRID,2024AUDIA3QUATTRO PREMIUM4D SEDHYBRID,25,25,C,6
2024,AUDI,A4,2.0 ALLROAD QUATTRO,PREMIUM,4D SED,HYBRID,2024AUDIA42.0 ALLROAD QUATTROPREMIUM4D SEDHYBRID,28,27,C,5
2024,AUDI,A4,2.0 ALLROAD QUATTRO,PREMIUM PLUS,4D SED,HYBRID,2024AUDIA42.0 ALLROAD QUATTROPREMIUM PLUS4D SEDHYBRID,30,28,C,5
2024,AUDI,A4,2.0 ALLROAD QUATTRO,PRESTIGE,4D SED,HYBRID,2024AUDIA42.0 ALLROAD QUATTROPRESTIGE4D SEDHYBRID,31,29,C,5
2024,AUDI,A4,2.0 QUATTRO PREMIUM,,4D SED,HYBRID,2024AUDIA42.0 QUATTRO PREMIUM4D SEDHYBRID,26,25,C,5
2024,AUDI,A4,2.0 QUATTRO PREMIUM,,4D SED,HYBRID,2024AUDIA42.0 QUATTRO PREMIUM4D SEDHYBRID,26,25,C,5
2024,AUDI,A4,2.0 QUATTRO PREMIUM,S-LINE,4D SED,HYBRID,2024AUDIA42.0 QUATTRO PREMIUMS-LINE4D SEDHYBRID,26,25,C,5
2024,AUDI,A4,2.0 QUATTRO PREMIUM PLUS,,4D SED,HYBRID,2024AUDIA42.0 QUATTRO PREMIUM PLUS4D SEDHYBRID,28,26,C,5
2024,AUDI,A4,2.0 QUATTRO PREMIUM PLUS,,4D SED,HYBRID,2024AUDIA42.0 QUATTRO PREMIUM PLUS4D SEDHYBRID,28,26,C,5
2024,AUDI,A4,2.0 QUATTRO PREMIUM PLU S-LINE,,4D SED,HYBRID,2024AUDIA42.0 QUATTRO PREMIUM PLU S-LINE4D SEDHYBRID,27,26,C,5
2024,AUDI,A4,2.0 QUATTRO PRESTIGE,,4D SED,HYBRID,2024AUDIA42.0 QUATTRO PRESTIGE4D SEDHYBRID,30,27,C,5
2024,AUDI,A4,2.0 QUATTRO PRESTIGE,S-LINE,4D SED,HYBRID,2024AUDIA42.0 QUATTRO PRESTIGES-LINE4D SEDHYBRID,30,27,C,5
2024,AUDI,A5,2.0T QUATTRO PREMIUM,,2D CV,,2024AUDIA52.0T QUATTRO PREMIUM2D CV,28,28,D,6
2024,AUDI,A5,2.0T QUATTRO PRESTIGE,,2D CV,,2024AUDIA52.0T QUATTRO PRESTIGE2D CV,30,30,D,6
2024,AUDI,A5,2.0T QUATTRO PREM PLUS,,2D CV,,2024AUDIA52.0T QUATTRO PREM PLUS2D CV,29,29,D,6
2024,AUDI,A6,ALLROAD PREMIUM PLUS,,4D SED,,2024AUDIA6ALLROAD PREMIUM PLUS4D SED,30,31,C,4
2024,AUDI,A6,ALLROAD PRESTIGE,,4D SED,,2024AUDIA6ALLROAD PRESTIGE4D SED,31,32,C,4
2024,AUDI,A6,2.0T QUATTRO PREM PLUS,,4D SED,,2024AUDIA62.0T QUATTRO PREM PLUS4D SED,31,31,B,5
2024,AUDI,A6,2.0T QUATTRO PREMIUM,,4D SED,,2024AUDIA62.0T QUATTRO PREMIUM4D SED,30,30,B,5
2024,AUDI,A6,3.0T QUATTRO PREM PLUS,,4D SED,,2024AUDIA63.0T QUATTRO PREM PLUS4D SED,32,32,B,5
2024,AUDI,A6,3.0T QUATTRO PREMIUM,,4D SED,,2024AUDIA63.0T QUATTRO PREMIUM4D SED,31,31,B,5
2024,AUDI,A6,3.0T QUATTRO PRESTIGE,,4D SED,,2024AUDIA63.0T QUATTRO PRESTIGE4D SED,33,33,B,5
2024,AUDI,A8,L 55 3.0T QUATTRO,,4D SED,,2024AUDIA8L 55 3.0T QUATTRO4D SED,43,46,C,5
2024,AUDI,RS 3,2.5T QUATTRO,,4D SED,,2024AUDIRS 32.5T QUATTRO4D SED,29,28,B,4
2024,AUDI,RS 3,2.5T QUATTRO,,4D SED,,2024AUDIRS 32.5T QUATTRO4D SED,29,28,B,4
2024,AUDI,S3,QUATTRO PREMIUM,,4D SED,,2024AUDIS3QUATTRO PREMIUM4D SED,26,27,B,4
2024,AUDI,S3,QUATTRO PREMIUM PLUS,,4D SED,,2024AUDIS3QUATTRO PREMIUM PLUS4D SED,26,27,B,4
2024,AUDI,S3,QUATTRO PRESTIGE,,4D SED,,2024AUDIS3QUATTRO PRESTIGE4D SED,27,28,B,4
2024,AUDI,S5,3.0T QUATTRO PLUS,,2D CV,,2024AUDIS53.0T QUATTRO PLUS2D CV,28,27,A,4
2024,AUDI,S5,3.0T QUATTRO PREMIUM,,2D CV,,2024AUDIS53.0T QUATTRO PREMIUM2D CV,28,27,A,4
2024,AUDI,S5,3.0T QUATTRO PRESTIGE,,2D CV,,2024AUDIS53.0T QUATTRO PRESTIGE2D CV,29,28,A,4
2024,AUDI,S6,S6 QUATTRO,PREMIUM,4D SED,,2024AUDIS6S6 QUATTROPREMIUM4D SED,36,34,C,5
2024,AUDI,S6,S6 QUATTRO,PREMIUM PLUS,4D SED,,2024AUDIS6S6 QUATTROPREMIUM PLUS4D SED,37,35,C,5
2024,AUDI,S6,S6 QUATTRO,PRESTIGE,4D SED,,2024AUDIS6S6 QUATTROPRESTIGE4D SED,38,36,C,5
2024,AUDI,E-TRON,E-TRON GT,PREMIUM PLUS,AWD 4D,ELECTRIC,2024AUDIE-TRONE-TRON GTPREMIUM PLUSAWD 4DELECTRIC,37,37,B,4
2024,AUDI,E-TRON,E-TRON GT,PREMIUM PLUS/PERF. PKG.,AWD 4D,ELECTRIC,2024AUDIE-TRONE-TRON GTPREMIUM PLUS/PERF. PKG.AWD 4DELECTRIC,38,38,B,4
2024,AUDI,E-TRON,E-TRON GT,PRESTIGE,AWD 4D,ELECTRIC,2024AUDIE-TRONE-TRON GTPRESTIGEAWD 4DELECTRIC,38,38,B,4
2024,AUDI,E-TRON,E-TRON GT,PRESTIGE W/PERF. PKG.,AWD 4D,ELECTRIC,2024AUDIE-TRONE-TRON GTPRESTIGE W/PERF. PKG.AWD 4DELECTRIC,39,39,B,4
2024,AUDI,E-TRON,QUATTRO,PREMIUM,AWD 4D,ELECTRIC,2024AUDIE-TRONQUATTROPREMIUMAWD 4DELECTRIC,30,30,B,4
2024,AUDI,E-TRON,QUATTRO,PREMIUM PLUS,AWD 4D,ELECTRIC,2024AUDIE-TRONQUATTROPREMIUM PLUSAWD 4DELECTRIC,31,31,B,4
2024,AUDI,E-TRON,QUATTRO,PREMIUM PLUS,AWD 4D,ELECTRIC,2024AUDIE-TRONQUATTROPREMIUM PLUSAWD 4DELECTRIC,31,31,B,4
2024,AUDI,E-TRON,QUATTRO,PREMIUM PLUS,AWD 4D,ELECTRIC,2024AUDIE-TRONQUATTROPREMIUM PLUSAWD 4DELECTRIC,32,32,B,4
2024,AUDI,E-TRON,RS E-TRON GT,,AWD 4D,ELECTRIC,2024AUDIE-TRONRS E-TRON GTAWD 4DELECTRIC,45,45,B,4
2024,AUDI,E-TRON,RS E-TRON GT,CARBON PERFORMANCE PK,AWD 4D,ELECTRIC,2024AUDIE-TRONRS E-TRON GTCARBON PERFORMANCE PKAWD 4DELECTRIC,46,46,B,4
2024,AUDI,Q3,2.0T QUATTRO,PREMIUM PLUS S-LINE,AWD,,2024AUDIQ32.0T QUATTROPREMIUM PLUS S-LINEAWD,26,24,B,6
2024,AUDI,Q3,2.0T QUATTRO,PREMIUM PLUS S-LINE,AWD,,2024AUDIQ32.0T QUATTROPREMIUM PLUS S-LINEAWD,26,24,B,6
2024,AUDI,Q3,2.0T QUATTRO,PREMIUM S-LINE,AWD,,2024AUDIQ32.0T QUATTROPREMIUM S-LINEAWD,25,23,B,6
2024,AUDI,Q3,2.0T QUATTRO,PREMIUM S-LINE,AWD,,2024AUDIQ32.0T QUATTROPREMIUM S-LINEAWD,25,23,B,6
2024,AUDI,Q8,E-TRON QUATTRO,PREMIUM,AWD 4D,,2024AUDIQ8E-TRON QUATTROPREMIUMAWD 4D,30,30,B,5
2024,AUDI,Q8,E-TRON QUATTRO,PREMIUM,AWD 4D,,2024AUDIQ8E-TRON QUATTROPREMIUMAWD 4D,30,30,B,5
2024,AUDI,Q8,E-TRON QUATTRO PREM PLUS,,AWD 4D,,2024AUDIQ8E-TRON QUATTRO PREM PLUSAWD 4D,31,31,B,5
2024,AUDI,Q8,E-TRON QUATTRO PREM PLUPLUS,,AWD 4D,,2024AUDIQ8E-TRON QUATTRO PREM PLUPLUSAWD 4D,31,31,B,5
2024,AUDI,Q8,E-TRON QUATTRO PREMIUM,,AWD 4D,,2024AUDIQ8E-TRON QUATTRO PREMIUMAWD 4D,30,30,B,5
2024,AUDI,Q8,E-TRON QUATTRO PREMIUM,,AWD 4D,,2024AUDIQ8E-TRON QUATTRO PREMIUMAWD 4D,30,30,B,5
2024,AUDI,Q8,E-TRON QUATTRO PRESTIGE,,AWD 4D,,2024AUDIQ8E-TRON QUATTRO PRESTIGEAWD 4D,32,32,B,5
2024,AUDI,Q8,E-TRON QUATTRO PRESTIGELAUNCH,,AWD 4D,,2024AUDIQ8E-TRON QUATTRO PRESTIGELAUNCHAWD 4D,33,33,B,5
2024,AUDI,Q8,E-TRON SPORTBACK QUATTPLUS,,AWD 4D,,2024AUDIQ8E-TRON SPORTBACK QUATTPLUSAWD 4D,31,31,B,5
2024,AUDI,Q8,E-TRON SPORTBACK QUATTPREMIUM PLUS S-LINE,,AWD 4D,,2024AUDIQ8E-TRON SPORTBACK QUATTPREMIUM PLUS S-LINEAWD 4D,32,32,B,5
2024,AUDI,Q8,E-TRON SPORTBACK QUATTPREMIUM PLUS S-LINE,,AWD 4D,,2024AUDIQ8E-TRON SPORTBACK QUATTPREMIUM PLUS S-LINEAWD 4D,31,31,B,5
2024,AUDI,Q8,E-TRON SPORTBACK QUATTPREMIUM PLUS S-LINE,,AWD 4D,,2024AUDIQ8E-TRON SPORTBACK QUATTPREMIUM PLUS S-LINEAWD 4D,32,32,B,5
2024,AUDI,Q8,E-TRON SPORTBACK QUATTPREMIUM S-LINE,,AWD 4D,,2024AUDIQ8E-TRON SPORTBACK QUATTPREMIUM S-LINEAWD 4D,31,31,B,5
2024,AUDI,Q8,E-TRON SPORTBACK QUATTPREMIUM S-LINE,,AWD 4D,,2024AUDIQ8E-TRON SPORTBACK QUATTPREMIUM S-LINEAWD 4D,31,31,B,5
2024,AUDI,Q8,E-TRON SPORTBACK QUATTPRES S-LINE,,AWD 4D,,2024AUDIQ8E-TRON SPORTBACK QUATTPRES S-LINEAWD 4D,33,33,B,5
2024,AUDI,Q8,E-TRON SPORTBACK QUATTPRES S-LINE,,AWD 4D,,2024AUDIQ8E-TRON SPORTBACK QUATTPRES S-LINEAWD 4D,33,33,B,5
2024,AUDI,Q8,E-TRON SPORTBACK QUATTPRES S-LINE LAUNCH,,AWD 4D,,2024AUDIQ8E-TRON SPORTBACK QUATTPRES S-LINE LAUNCHAWD 4D,34,34,B,5
2024,AUDI,Q8,E-TRON SPORTBACK QUATTPRES S-LINE LAUNCH,,AWD 4D,,2024AUDIQ8E-TRON SPORTBACK QUATTPRES S-LINE LAUNCHAWD 4D,34,34,B,5
2024,AUDI,Q8 E-TRON,PRESTIGE,,4D AWD,,2024AUDIQ8 E-TRONPRESTIGE4D AWD,31,32,B,5
2024,AUDI,Q8 E-TRON,PRESTIGE,LAUNCH,4D AWD,,2024AUDIQ8 E-TRONPRESTIGELAUNCH4D AWD,32,33,B,5
2024,BUICK,ENCLAVE,AVENIR,,AWD 4D,,2024BUICKENCLAVEAVENIRAWD 4D,25,24,B,5
2024,BUICK,ENCLAVE,AVENIR,,2WD 4D,,2024BUICKENCLAVEAVENIR2WD 4D,25,24,B,5
2024,BUICK,ENCLAVE,ESSENCE,,AWD 4D,,2024BUICKENCLAVEESSENCEAWD 4D,23,22,B,5
2024,BUICK,ENCLAVE,ESSENCE,,2WD 4D,,2024BUICKENCLAVEESSENCE2WD 4D,22,21,B,5
2024,BUICK,ENCLAVE,PREMIUM,,2WD 4D,,2024BUICKENCLAVEPREMIUM2WD 4D,24,23,B,5
2024,BUICK,ENCLAVE,PREMIUM AWD,,AWD 4D,,2024BUICKENCLAVEPREMIUM AWDAWD 4D,24,23,B,5
2024,BUICK,ENCORE GX,AVENIR,,4DR,,2024BUICKENCORE GXAVENIR4DR,19,19,D,4
2024,BUICK,ENCORE GX,AVENIR AWD,,4DR,,2024BUICKENCORE GXAVENIR AWD4DR,20,20,D,4
2024,BUICK,ENCORE GX,PREF AWD,,4DR,,2024BUICKENCORE GXPREF AWD4DR,17,17,D,4
2024,BUICK,ENCORE GX,PREFERRED,,4DR,,2024BUICKENCORE GXPREFERRED4DR,16,16,D,4
2024,BUICK,ENCORE GX,PREFERRED,,4DR,,2024BUICKENCORE GXPREFERRED4DR,16,16,D,4
2024,BUICK,ENCORE GX,SPORT TOURING,,4DR,,2024BUICKENCORE GXSPORT TOURING4DR,17,17,D,4
2024,BUICK,ENCORE GX,SPORT TOURING AWD,,4DR,,2024BUICKENCORE GXSPORT TOURING AWD4DR,18,18,D,4
2024,BUICK,ENVISTA,AVENIR,,2WD 4D,,2024BUICKENVISTAAVENIR2WD 4D,19,20,C,5
2024,BUICK,ENVISTA,PREFERRED,,2WD 4D,,2024BUICKENVISTAPREFERRED2WD 4D,16,17,C,5
2024,BUICK,ENVISTA,SPORT TOURING,,2WD 4D,,2024BUICKENVISTASPORT TOURING2WD 4D,17,18,C,5
2024,CADILLAC,LYRIQ,LUXURY 1,,4D AWD,ELECTRIC,2024CADILLACLYRIQLUXURY 14D AWDELECTRIC,27,28,B,5
2024,CADILLAC,LYRIQ,LUXURY 1,,4D 2WD,ELECTRIC,2024CADILLACLYRIQLUXURY 14D 2WDELECTRIC,27,28,B,5
2024,CADILLAC,LYRIQ,LUXURY 2,,4D AWD,ELECTRIC,2024CADILLACLYRIQLUXURY 24D AWDELECTRIC,28,29,B,5
2024,CADILLAC,LYRIQ,LUXURY 2,,4D 2WD,ELECTRIC,2024CADILLACLYRIQLUXURY 24D 2WDELECTRIC,28,29,B,5
2024,CADILLAC,LYRIQ,LUXURY 3,,4D AWD,ELECTRIC,2024CADILLACLYRIQLUXURY 34D AWDELECTRIC,29,30,B,5
2024,CADILLAC,LYRIQ,LUXURY 3,,4D 2WD,ELECTRIC,2024CADILLACLYRIQLUXURY 34D 2WDELECTRIC,28,29,B,5
2024,CADILLAC,LYRIQ,SPORT 1,,4D AWD,ELECTRIC,2024CADILLACLYRIQSPORT 14D AWDELECTRIC,28,29,B,5
2024,CADILLAC,LYRIQ,SPORT 1,,4D 2WD,ELECTRIC,2024CADILLACLYRIQSPORT 14D 2WDELECTRIC,27,28,B,5
2024,CADILLAC,LYRIQ,SPORT 2,,4D AWD,ELECTRIC,2024CADILLACLYRIQSPORT 24D AWDELECTRIC,28,29,B,5
2024,CADILLAC,LYRIQ,SPORT 2,,4D 2WD,ELECTRIC,2024CADILLACLYRIQSPORT 24D 2WDELECTRIC,28,29,B,5
2024,CADILLAC,LYRIQ,SPORT 3,,4D AWD,ELECTRIC,2024CADILLACLYRIQSPORT 34D AWDELECTRIC,29,30,B,5
2024,CADILLAC,LYRIQ,SPORT 3,,4D 2WD,ELECTRIC,2024CADILLACLYRIQSPORT 34D 2WDELECTRIC,28,29,B,5
2024,CADILLAC,LYRIQ,TECH,,4D AWD,ELECTRIC,2024CADILLACLYRIQTECH4D AWDELECTRIC,27,28,B,5
2024,CADILLAC,LYRIQ,TECH,,4D 2WD,ELECTRIC,2024CADILLACLYRIQTECH4D 2WDELECTRIC,26,27,B,5
2024,CHEVROLET,CAMARO,LT,,2D CPE,,2024CHEVROLETCAMAROLT2D CPE,30,25,D,9
2024,CHEVROLET,CAMARO,LT,,2D CPE,,2024CHEVROLETCAMAROLT2D CPE,29,25,D,9
2024,CHEVROLET,CAMARO,LT,,2D CPE,,2024CHEVROLETCAMAROLT2D CPE,29,25,D,9
2024,CHEVROLET,CAMARO,LT,,2D CPE,,2024CHEVROLETCAMAROLT2D CPE,29,25,D,9
2024,CHEVROLET,CAMARO,LT,,2D CV,,2024CHEVROLETCAMAROLT2D CV,24,22,B,7
2024,CHEVROLET,CAMARO,LT,,2D CV,,2024CHEVROLETCAMAROLT2D CV,24,22,B,7
2024,CHEVROLET,CAMARO,LT,,2D CV,,2024CHEVROLETCAMAROLT2D CV,25,23,B,7
2024,CHEVROLET,CAMARO,LT,,2D CV,,2024CHEVROLETCAMAROLT2D CV,24,22,B,7
2024,CHEVROLET,CAMARO,LT,2LT,2D CPE,,2024CHEVROLETCAMAROLT2LT2D CPE,29,25,D,9
2024,CHEVROLET,CAMARO,LT,2LT,2D CPE,,2024CHEVROLETCAMAROLT2LT2D CPE,29,25,D,9
2024,CHEVROLET,CAMARO,LT,2LT,2D CV,,2024CHEVROLETCAMAROLT2LT2D CV,24,22,B,7
2024,CHEVROLET,CAMARO,LT,2LT,2D CV,,2024CHEVROLETCAMAROLT2LT2D CV,24,22,B,7
2024,CHEVROLET,CAMARO,LT,3LT,2D CPE,,2024CHEVROLETCAMAROLT3LT2D CPE,31,28,D,9
2024,CHEVROLET,CAMARO,LT,3LT,2D CPE,,2024CHEVROLETCAMAROLT3LT2D CPE,31,28,D,9
2024,CHEVROLET,CAMARO,LT,3LT,2D CV,,2024CHEVROLETCAMAROLT3LT2D CV,25,23,B,7
2024,CHEVROLET,CAMARO,LT,3LT,2D CV,,2024CHEVROLETCAMAROLT3LT2D CV,25,23,B,7
2024,CHEVROLET,CAMARO,SS,,2D CPE,,2024CHEVROLETCAMAROSS2D CPE,34,30,D,9
2024,CHEVROLET,CAMARO,SS,,2D CPE,,2024CHEVROLETCAMAROSS2D CPE,34,30,D,9
2024,CHEVROLET,CAMARO,SS,,2D CPE,,2024CHEVROLETCAMAROSS2D CPE,33,29,D,9
2024,CHEVROLET,CAMARO,SS,,2D CPE,,2024CHEVROLETCAMAROSS2D CPE,34,30,D,9
2024,CHEVROLET,CAMARO,SS,,2D CV,,2024CHEVROLETCAMAROSS2D CV,27,25,B,7
2024,CHEVROLET,CAMARO,SS,,2D CV,,2024CHEVROLETCAMAROSS2D CV,26,24,B,7
2024,CHEVROLET,CAMARO,SS,,2D CV,,2024CHEVROLETCAMAROSS2D CV,27,25,B,7
2024,CHEVROLET,CAMARO,SS,,2D CV,,2024CHEVROLETCAMAROSS2D CV,27,25,B,7
2024,CHEVROLET,CAMARO,ZL1,,2D CPE,,2024CHEVROLETCAMAROZL12D CPE,41,37,D,9
2024,CHEVROLET,CAMARO,ZL1,,2D CPE,,2024CHEVROLETCAMAROZL12D CPE,40,37,D,9
2024,CHEVROLET,CAMARO,ZL1,,2D CV,,2024CHEVROLETCAMAROZL12D CV,32,30,B,7
2024,CHEVROLET,CAMARO,ZL1,,2D CV,,2024CHEVROLETCAMAROZL12D CV,32,30,B,7
2024,CHEVROLET,CORVETTE,STINGRAY,,2D CPE,,2024CHEVROLETCORVETTESTINGRAY2D CPE,34,31,B,2
2024,CHEVROLET,CORVETTE,STINGRAY,,2D CV,,2024CHEVROLETCORVETTESTINGRAY2D CV,38,36,B,3
2024,CHEVROLET,CORVETTE,STINGRAY,PREFERRED,2D CPE,,2024CHEVROLETCORVETTESTINGRAYPREFERRED2D CPE,35,32,B,2
2024,CHEVROLET,CORVETTE,STINGRAY,PREFERRED,2D CV,,2024CHEVROLETCORVETTESTINGRAYPREFERRED2D CV,40,39,B,3
2024,CHEVROLET,CORVETTE,STINGRAY,PREMIUM,2D CPE,,2024CHEVROLETCORVETTESTINGRAYPREMIUM2D CPE,36,33,B,2
2024,CHEVROLET,CORVETTE,STINGRAY,PREMIUM,2D CV,,2024CHEVROLETCORVETTESTINGRAYPREMIUM2D CV,42,40,B,3
2024,CHEVROLET,CORVETTE E-RAY,,,2D CPE,,2024CHEVROLETCORVETTE E-RAY2D CPE,38,38,C,4
2024,CHEVROLET,CORVETTE E-RAY,,,2DR CONV,,2024CHEVROLETCORVETTE E-RAY2DR CONV,39,39,C,4
2024,CHEVROLET,CORVETTE E-RAY,PREFERRED,,2D CPE,,2024CHEVROLETCORVETTE E-RAYPREFERRED2D CPE,39,39,C,4
2024,CHEVROLET,CORVETTE E-RAY,PREFERRED,,2DR CONV,,2024CHEVROLETCORVETTE E-RAYPREFERRED2DR CONV,41,41,C,4
2024,CHEVROLET,CORVETTE E-RAY,PREMIUM,,2D CPE,,2024CHEVROLETCORVETTE E-RAYPREMIUM2D CPE,40,40,C,4
2024,CHEVROLET,CORVETTE E-RAY,PREMIUM,,2DR CONV,,2024CHEVROLETCORVETTE E-RAYPREMIUM2DR CONV,42,42,C,4
2024,CHEVROLET,CORVETTE Z06,LZ,,2D CPE,,2024CHEVROLETCORVETTE Z06LZ2D CPE,39,39,C,4
2024,CHEVROLET,CORVETTE Z06,LZ,,2D CV,,2024CHEVROLETCORVETTE Z06LZ2D CV,41,41,C,4
2024,CHEVROLET,CORVETTE Z06,2LZ,,2D CPE,,2024CHEVROLETCORVETTE Z062LZ2D CPE,41,41,C,4
2024,CHEVROLET,CORVETTE Z06,2LZ,,2D CV,,2024CHEVROLETCORVETTE Z062LZ2D CV,42,42,C,4
2024,CHEVROLET,CORVETTE Z06,3LZ,,2D CPE,,2024CHEVROLETCORVETTE Z063LZ2D CPE,42,42,C,4
2024,CHEVROLET,CORVETTE Z06,3LZ,,2D CV,,2024CHEVROLETCORVETTE Z063LZ2D CV,43,43,C,4
2024,CHEVROLET,BLAZER,LT,2LT,2WD,,2024CHEVROLETBLAZERLT2LT2WD,21,21,B,4
2024,CHEVROLET,BLAZER,LT,2LT,4WD,,2024CHEVROLETBLAZERLT2LT4WD,22,22,B,4
2024,CHEVROLET,BLAZER,LT,3LT,2WD,,2024CHEVROLETBLAZERLT3LT2WD,22,22,B,4
2024,CHEVROLET,BLAZER,LT,3LT,4WD,,2024CHEVROLETBLAZERLT3LT4WD,23,23,B,4
2024,CHEVROLET,BLAZER,PREMIER,,2WD,,2024CHEVROLETBLAZERPREMIER2WD,23,23,B,4
2024,CHEVROLET,BLAZER,PREMIER,,4WD,,2024CHEVROLETBLAZERPREMIER4WD,24,24,B,4
2024,CHEVROLET,BLAZER,RS,,2WD,,2024CHEVROLETBLAZERRS2WD,23,23,B,4
2024,CHEVROLET,BLAZER,RS,,4WD,,2024CHEVROLETBLAZERRS4WD,24,24,B,4
2024,CHEVROLET,EQUINOX,RS,,AWD 4D,,2024CHEVROLETEQUINOXRSAWD 4D,22,19,C,5
2024,CHEVROLET,TRAILBLAZER,ACTIV,,2WD 4D,,2024CHEVROLETTRAILBLAZERACTIV2WD 4D,17,17,C,4
2024,CHEVROLET,TRAILBLAZER,ACTIV,,4WD 4D,,2024CHEVROLETTRAILBLAZERACTIV4WD 4D,18,18,C,4
2024,CHEVROLET,TRAILBLAZER,LS,,2WD 4D,,2024CHEVROLETTRAILBLAZERLS2WD 4D,15,15,C,4
2024,CHEVROLET,TRAILBLAZER,LS,,2WD 4D,,2024CHEVROLETTRAILBLAZERLS2WD 4D,15,15,C,4
2024,CHEVROLET,TRAILBLAZER,LS,,4WD 4D,,2024CHEVROLETTRAILBLAZERLS4WD 4D,16,16,C,4
2024,CHEVROLET,TRAILBLAZER,LT,,AWD 4D,,2024CHEVROLETTRAILBLAZERLTAWD 4D,18,16,C,4
2024,CHEVROLET,TRAILBLAZER,LT,,2WD 4D,,2024CHEVROLETTRAILBLAZERLT2WD 4D,16,16,C,4
2024,CHEVROLET,TRAILBLAZER,LT,,2WD 4D,,2024CHEVROLETTRAILBLAZERLT2WD 4D,16,16,C,4
2024,CHEVROLET,TRAILBLAZER,RS,,2WD 4D,,2024CHEVROLETTRAILBLAZERRS2WD 4D,17,17,C,4
2024,CHEVROLET,TRAILBLAZER,RS,,4WD 4D,,2024CHEVROLETTRAILBLAZERRS4WD 4D,18,18,C,4
2024,CHEVROLET,TRAX,LS,,2WD 4D,,2024CHEVROLETTRAXLS2WD 4D,18,16,C,7
2024,CHEVROLET,TRAX,LT,,2WD 4D,,2024CHEVROLETTRAXLT2WD 4D,19,17,C,7
2024,CHEVROLET,TRAX,RS,,2WD 4D,,2024CHEVROLETTRAXRS2WD 4D,19,17,C,7
2024,CHEVROLET,TRAX,ACTIV,,2WD 4D,,2024CHEVROLETTRAXACTIV2WD 4D,19,17,C,7
2024,CHEVROLET,TRAX,RS,,2WD 4D,,2024CHEVROLETTRAXRS2WD 4D,19,17,C,7
2024,CHEVROLET,SILVERADO HD 2500,4WCUSTOM,,CREW CAB,,2024CHEVROLETSILVERADO HD 25004WCUSTOMCREW CAB,23,23,A,8
2024,GMC,SAVANA,2500,,EXT 2WD,,2024GMCSAVANA2500EXT 2WD,22,21,B,5
2024,GMC,SAVANA,2500,,EXT 2WD,,2024GMCSAVANA2500EXT 2WD,22,21,B,5
2024,GMC,SAVANA,2500,,EXT 2WD,,2024GMCSAVANA2500EXT 2WD,22,21,B,5
2024,GMC,SAVANA,2500,,EXT 2WD,,2024GMCSAVANA2500EXT 2WD,22,21,B,5
2024,GMC,SAVANA,2500,,2WD,,2024GMCSAVANA25002WD,22,21,B,5
2024,GMC,SAVANA,2500,,2WD,,2024GMCSAVANA25002WD,22,20,B,5
2024,GMC,SAVANA,2500,,2WD,,2024GMCSAVANA25002WD,22,20,B,5
2024,GMC,SAVANA,2500,,2WD,,2024GMCSAVANA25002WD,22,21,B,5
2024,GMC,SAVANA,3500,,EXT 2WD,,2024GMCSAVANA3500EXT 2WD,22,21,C,4
2024,GMC,SAVANA,3500,,EXT 2WD,DIESEL,2024GMCSAVANA3500EXT 2WDDIESEL,22,21,C,4
2024,GMC,SAVANA,3500,,EXT 2WD,,2024GMCSAVANA3500EXT 2WD,22,21,C,4
2024,GMC,SAVANA,3500,,EXT 2WD,,2024GMCSAVANA3500EXT 2WD,22,21,C,4
2024,GMC,SAVANA,3500,,2WD,,2024GMCSAVANA35002WD,22,21,C,4
2024,GMC,SAVANA,3500,,2WD,DIESEL,2024GMCSAVANA35002WDDIESEL,22,21,C,4
2024,GMC,SAVANA,3500,,2WD,,2024GMCSAVANA35002WD,22,21,C,4
2024,GMC,SAVANA,3500,,2WD,,2024GMCSAVANA35002WD,22,21,C,4
2024,HONDA,HR-V,EX-L,,AWD 4D,,2024HONDAHR-VEX-LAWD 4D,22,19,C,5
2024,HONDA,HR-V,EX-L,,2WD 4D,,2024HONDAHR-VEX-L2WD 4D,21,18,C,5
2024,HONDA,HR-V,LX,,AWD 4D,,2024HONDAHR-VLXAWD 4D,21,17,C,5
2024,HONDA,HR-V,LX,,2WD 4D,,2024HONDAHR-VLX2WD 4D,20,16,C,5
2024,HONDA,HR-V,SPORT,,AWD 4D,,2024HONDAHR-VSPORTAWD 4D,21,18,C,5
