year,make,model,series,package,style,engine,code ,grg,drg,vsd,lrg
2020,KIA,TELLURIDE,S,,2WD 4D,,2020KIATELLURIDES2WD 4D,20,25,C,1
2020,KIA,TELLURIDE,S,,4WD 4D,,2020KIATELLURIDES4WD 4D,21,26,C,1
2020,KIA,TELLURIDE,SX,,2WD 4D,,2020KIATELLURIDESX2WD 4D,22,28,C,1
2020,KIA,TELLURIDE,SX,,4WD 4D,,2020KIATELLURIDESX4WD 4D,23,28,C,1
2020,LAMBORGHINI,AVENTADOR,SVJ ROADSTER,,2D CV,,2020LAMBORGHINIAVENTADORSVJ ROADSTER2D CV,129,130,A,5
2020,LAMBORGHINI,HURACAN,EVO SPYDER,,2D CV,,2020LAMBORGHINIHURACANEVO SPYDER2D CV,78,73,B,4
2020,LAMBORGHINI,URUS,,,AWD 4D,,2020LAMBORGHINIURUSAWD 4D,62,61,B,6
2020,LAND ROVER,DEFENDER,110 FIRST EDITION,,4D,,2020LAND ROVERDEFENDER110 FIRST EDITION4D,28,33,B,2
2020,LAND ROVER,DEFENDER,110 FIRST EDITION,,4D,,2020LAND ROVERDEFENDER110 FIRST EDITION4D,28,33,B,2
2020,LAND ROVER,DEFENDER,110 HSE,,4D,,2020LAND ROVERDEFENDER110 HSE4D,28,33,B,1
2020,LAND ROVER,DEFENDER,110 HSE,,4D,,2020LAND ROVERDEFENDER110 HSE4D,28,33,B,1
2020,LAND ROVER,DEFENDER,110 S,,,,2020LAND ROVERDEFENDER110 S,23,30,B,4
2020,LAND ROVER,DEFENDER,110 S,,,,2020LAND ROVERDEFENDER110 S,23,30,B,4
2020,LAND ROVER,DEFENDER,110 S,,4D,,2020LAND ROVERDEFENDER110 S4D,23,30,B,4
2020,LAND ROVER,DEFENDER,110 SE,,4D,,2020LAND ROVERDEFENDER110 SE4D,24,32,B,4
2020,LAND ROVER,DEFENDER,110 SE,,4D,,2020LAND ROVERDEFENDER110 SE4D,24,32,B,4
2020,LAND ROVER,DEFENDER,110 STANDARD,,,,2020LAND ROVERDEFENDER110 STANDARD,22,29,B,4
2020,LAND ROVER,DEFENDER,110 STANDARD,,,,2020LAND ROVERDEFENDER110 STANDARD,22,29,B,4
2020,LAND ROVER,DEFENDER,110 STANDARD,,4D,,2020LAND ROVERDEFENDER110 STANDARD4D,22,29,B,4
2020,LAND ROVER,DEFENDER,110 X,,4D,,2020LAND ROVERDEFENDER110 X4D,28,36,B,3
2020,LAND ROVER,DEFENDER,110 X,,4D,,2020LAND ROVERDEFENDER110 X4D,28,36,B,3
2020,LAND ROVER,DEFENDER,90 FIRST EDITION,,4D,,2020LAND ROVERDEFENDER90 FIRST EDITION4D,25,33,B,4
2020,LAND ROVER,DISCOVERY,HSE,,4D S/W,,2020LAND ROVERDISCOVERYHSE4D S/W,24,33,A,3
2020,LAND ROVER,DISCOVERY,HSE,,4D S/W,,2020LAND ROVERDISCOVERYHSE4D S/W,24,36,A,3
2020,LAND ROVER,DISCOVERY,HSE LUXURY,,4D S/W,,2020LAND ROVERDISCOVERYHSE LUXURY4D S/W,24,37,A,3
2020,LAND ROVER,DISCOVERY,HSE LUXURY,,4D S/W,,2020LAND ROVERDISCOVERYHSE LUXURY4D S/W,24,39,A,1
2020,LAND ROVER,DISCOVERY,SE,,4D S/W,DSL,2020LAND ROVERDISCOVERYSE4D S/WDSL,24,31,A,4
2020,LAND ROVER,DISCOVERY,SE,,4D S/W,,2020LAND ROVERDISCOVERYSE4D S/W,24,31,A,4
2020,LAND ROVER,DISCOVERY,LANDMARK,,4D S/W,,2020LAND ROVERDISCOVERYLANDMARK4D S/W,25,32,A,4
2020,LAND ROVER,DISCOVERY SPORT,HSE LUX DYNAMIC,,4WD 4D,,2020LAND ROVERDISCOVERY SPORTHSE LUX DYNAMIC4WD 4D,27,30,B,1
2020,LAND ROVER,DISCOVERY SPORT,S,,4WD 4D,,2020LAND ROVERDISCOVERY SPORTS4WD 4D,24,26,B,4
2020,LAND ROVER,DISCOVERY SPORT,S,DYNAMIC,4WD 4D,,2020LAND ROVERDISCOVERY SPORTSDYNAMIC4WD 4D,24,26,B,4
2020,LAND ROVER,DISCOVERY SPORT,SE,,4WD 4D,,2020LAND ROVERDISCOVERY SPORTSE4WD 4D,24,26,B,4
2020,LAND ROVER,DISCOVERY SPORT,SE,DYNAMIC,4WD 4D,,2020LAND ROVERDISCOVERY SPORTSEDYNAMIC4WD 4D,25,28,B,4
2020,LAND ROVER,DISCOVERY SPORT,STANDARD,,4WD 4D,,2020LAND ROVERDISCOVERY SPORTSTANDARD4WD 4D,23,25,B,4
2020,LAND ROVER,EVOQUE,FIRST EDITION,,4WD 4D,,2020LAND ROVEREVOQUEFIRST EDITION4WD 4D,24,27,B,1
2020,LAND ROVER,EVOQUE,HSE DYNAMIC,,4WD 4D,,2020LAND ROVEREVOQUEHSE DYNAMIC4WD 4D,24,28,B,1
2020,LAND ROVER,EVOQUE,S,,4WD 4D,,2020LAND ROVEREVOQUES4WD 4D,22,22,B,4
2020,LAND ROVER,EVOQUE,S DYNAMIC,,4WD 4D,,2020LAND ROVEREVOQUES DYNAMIC4WD 4D,23,23,B,4
2020,LAND ROVER,EVOQUE,SE,,4WD 4D,,2020LAND ROVEREVOQUESE4WD 4D,23,23,B,4
2020,LAND ROVER,EVOQUE,SE DYNAMIC,,4WD 4D,,2020LAND ROVEREVOQUESE DYNAMIC4WD 4D,24,24,B,4
2020,LAND ROVER,RANGE ROVER,,,AWD 4D,,2020LAND ROVERRANGE ROVERAWD 4D,32,49,A,5
2020,LAND ROVER,RANGE ROVER,,,AWD 4D,,2020LAND ROVERRANGE ROVERAWD 4D,32,49,A,5
2020,LAND ROVER,RANGE ROVER,AUTOBIOGRAPHY,,AWD 4D,,2020LAND ROVERRANGE ROVERAUTOBIOGRAPHYAWD 4D,35,57,A,4
2020,LAND ROVER,RANGE ROVER,AUTOBIOGRAPHY LWB,,AWD 4D,,2020LAND ROVERRANGE ROVERAUTOBIOGRAPHY LWBAWD 4D,47,55,A,6
2020,LAND ROVER,RANGE ROVER,AUTOBIOGRAPHY LWB,,AWD 4D,,2020LAND ROVERRANGE ROVERAUTOBIOGRAPHY LWBAWD 4D,35,57,A,7
2020,LAND ROVER,RANGE ROVER,HSE,,AWD 4D,,2020LAND ROVERRANGE ROVERHSEAWD 4D,32,50,A,5
2020,LAND ROVER,RANGE ROVER,HSE,,AWD 4D,,2020LAND ROVERRANGE ROVERHSEAWD 4D,32,50,A,5
2020,LAND ROVER,RANGE ROVER,HSE,P525,AWD 4D,,2020LAND ROVERRANGE ROVERHSEP525AWD 4D,34,53,A,5
2020,LAND ROVER,RANGE ROVER,PLUG-IN HSE,,AWD 4D,,2020LAND ROVERRANGE ROVERPLUG-IN HSEAWD 4D,35,58,A,5
2020,LAND ROVER,RANGE ROVER,PLUG-IN HSE,,AWD 4D,,2020LAND ROVERRANGE ROVERPLUG-IN HSEAWD 4D,32,50,A,5
2020,LAND ROVER,RANGE ROVER,SUPERCHARGED LWB,,AWD 4D,,2020LAND ROVERRANGE ROVERSUPERCHARGED LWBAWD 4D,34,53,A,5
2020,LAND ROVER,RANGE ROVER,SV AUTOBIOGRAPHY DYNAMIC,,AWD 4D,,2020LAND ROVERRANGE ROVERSV AUTOBIOGRAPHY DYNAMICAWD 4D,52,60,A,7
2020,LAND ROVER,RANGE ROVER,SV AUTOBIOGRAPHY LWB,,AWD 4D,,2020LAND ROVERRANGE ROVERSV AUTOBIOGRAPHY LWBAWD 4D,58,72,A,8
2020,LAND ROVER,RANGE ROVER SPORT,AUTOBIOGRAPHY,,AWD 4D,,2020LAND ROVERRANGE ROVER SPORTAUTOBIOGRAPHYAWD 4D,32,48,C,5
2020,LAND ROVER,RANGE ROVER SPORT,AUTOBIOGRAPHY,,AWD 4D,,2020LAND ROVERRANGE ROVER SPORTAUTOBIOGRAPHYAWD 4D,31,44,C,5
2020,LAND ROVER,RANGE ROVER SPORT,HSE,,AWD 4D,,2020LAND ROVERRANGE ROVER SPORTHSEAWD 4D,29,41,C,5
2020,LAND ROVER,RANGE ROVER SPORT,HSE,,AWD 4D,,2020LAND ROVERRANGE ROVER SPORTHSEAWD 4D,28,39,C,5
2020,LAND ROVER,RANGE ROVER SPORT,HSE,,AWD 4D,,2020LAND ROVERRANGE ROVER SPORTHSEAWD 4D,28,39,C,5
2020,LAND ROVER,RANGE ROVER SPORT,HSE DYNAMIC,,AWD 4D,,2020LAND ROVERRANGE ROVER SPORTHSE DYNAMICAWD 4D,31,44,C,5
2020,LAND ROVER,RANGE ROVER SPORT,HST,,AWD 4D,,2020LAND ROVERRANGE ROVER SPORTHSTAWD 4D,30,42,C,5
2020,LAND ROVER,RANGE ROVER SPORT,SE,,AWD 4D,,2020LAND ROVERRANGE ROVER SPORTSEAWD 4D,27,37,C,5
2020,LAND ROVER,RANGE ROVER SPORT,SE,,AWD 4D,,2020LAND ROVERRANGE ROVER SPORTSEAWD 4D,27,37,C,5
2020,LAND ROVER,RANGE ROVER SPORT,SVR,,AWD 4D,,2020LAND ROVERRANGE ROVER SPORTSVRAWD 4D,35,52,C,5
2020,LAND ROVER,RANGE ROVER VELAR,R-DYNAMIC HSE,,AWD 4D,,2020LAND ROVERRANGE ROVER VELARR-DYNAMIC HSEAWD 4D,28,32,D,1
2020,LAND ROVER,RANGE ROVER VELAR,R-DYNAMIC SE,,AWD 4D,,2020LAND ROVERRANGE ROVER VELARR-DYNAMIC SEAWD 4D,31,29,D,3
2020,LAND ROVER,RANGE ROVER VELAR,R-DYNAMIC SE,,AWD 4D,,2020LAND ROVERRANGE ROVER VELARR-DYNAMIC SEAWD 4D,32,30,D,3
2020,LAND ROVER,RANGE ROVER VELAR,S,,AWD 4D,,2020LAND ROVERRANGE ROVER VELARSAWD 4D,32,30,D,3
2020,LAND ROVER,RANGE ROVER VELAR,S,,AWD 4D,,2020LAND ROVERRANGE ROVER VELARSAWD 4D,31,29,D,3
2020,LAND ROVER,RANGE ROVER VELAR,SV AUTOBIOGRAPHY DYNAMIC,,AWD 4D,,2020LAND ROVERRANGE ROVER VELARSV AUTOBIOGRAPHY DYNAMICAWD 4D,34,40,D,7
2020,LEXUS,ES 300H,,,4D SED,,2020LEXUSES 300H4D SED,26,28,E,5
2020,LEXUS,ES 300H,,NAVI/LEVINSON AUDIO,4D SED,,2020LEXUSES 300HNAVI/LEVINSON AUDIO4D SED,26,28,E,5
2020,LEXUS,ES 300H,,PREMIUM,4D SED,,2020LEXUSES 300HPREMIUM4D SED,26,28,E,5
2020,LEXUS,ES 300H,LUXURY,,4D SED,,2020LEXUSES 300HLUXURY4D SED,25,26,E,2
2020,LEXUS,ES 300H,LUXURY,NAVI/LEVINSON AUDIO,4D SED,,2020LEXUSES 300HLUXURYNAVI/LEVINSON AUDIO4D SED,25,26,E,2
2020,LEXUS,ES 300H,ULTRA LUXURY,,4D SED,,2020LEXUSES 300HULTRA LUXURY4D SED,24,26,E,2
2020,LEXUS,ES 300H,ULTRA LUXURY,NAVI/LEVINSON AUDIO,4D SED,,2020LEXUSES 300HULTRA LUXURYNAVI/LEVINSON AUDIO4D SED,24,26,E,2
2020,LEXUS,ES 350,,,4D SED,,2020LEXUSES 3504D SED,23,23,D,4
2020,LEXUS,ES 350,F-SPORT,,4D SED,,2020LEXUSES 350F-SPORT4D SED,25,26,D,1
2020,LEXUS,ES 350,LUXURY,,4D SED,,2020LEXUSES 350LUXURY4D SED,26,26,D,1
2020,LEXUS,ES 350,PREMIUM,,4D SED,,2020LEXUSES 350PREMIUM4D SED,24,24,D,4
2020,LEXUS,ES 350,ULTRA LUXURY,,4D SED,,2020LEXUSES 350ULTRA LUXURY4D SED,26,26,D,1
2020,LEXUS,GS F,,,4D SED,,2020LEXUSGS F4D SED,35,40,B,2
2020,LEXUS,GS 350,,,AWD 4D,,2020LEXUSGS 350AWD 4D,28,26,C,5
2020,LEXUS,GS 350,,,4D SED,,2020LEXUSGS 3504D SED,28,26,C,5
2020,LEXUS,GS 350,,PREMIUM,AWD 4D,,2020LEXUSGS 350PREMIUMAWD 4D,28,26,C,5
2020,LEXUS,GS 350,,PREMIUM,4D SED,,2020LEXUSGS 350PREMIUM4D SED,28,26,C,2
2020,LEXUS,GS 350,F-SPORT,,AWD 4D,,2020LEXUSGS 350F-SPORTAWD 4D,28,26,C,2
2020,LEXUS,GS 350,F-SPORT,,AWD 4D,,2020LEXUSGS 350F-SPORTAWD 4D,28,26,C,5
2020,LEXUS,GS 350,F-SPORT,,4D SED,,2020LEXUSGS 350F-SPORT4D SED,28,26,C,5
2020,LEXUS,GS 350,F-SPORT,,4D SED,,2020LEXUSGS 350F-SPORT4D SED,28,26,C,2
2020,LEXUS,GS 350,F-SPORT BLACK LINE,,AWD 4D,,2020LEXUSGS 350F-SPORT BLACK LINEAWD 4D,29,27,C,5
2020,LEXUS,GS 350,F-SPORT BLACK LINE,,4D SED,,2020LEXUSGS 350F-SPORT BLACK LINE4D SED,28,26,C,5
2020,LEXUS,IS 300,,,AWD 4D,,2020LEXUSIS 300AWD 4D,26,24,D,6
2020,LEXUS,IS 300,,,AWD 4D,,2020LEXUSIS 300AWD 4D,26,24,D,6
2020,LEXUS,IS 300,,,4D SED,,2020LEXUSIS 3004D SED,25,23,D,6
2020,LEXUS,IS 300,F SPORT,FSPORT,AWD 4D,,2020LEXUSIS 300F SPORTFSPORTAWD 4D,26,24,D,6
2020,LEXUS,IS 300,F SPORT,FSPORT,AWD 4D,,2020LEXUSIS 300F SPORTFSPORTAWD 4D,26,24,D,6
2020,LEXUS,IS 300,F SPORT,FSPORT,4D SED,,2020LEXUSIS 300F SPORTFSPORT4D SED,26,24,D,6
2020,LEXUS,IS 300,PREMIUM,PREMIUM,AWD 4D,,2020LEXUSIS 300PREMIUMPREMIUMAWD 4D,26,24,D,6
2020,LEXUS,IS 300,PREMIUM,PREMIUM,AWD 4D,,2020LEXUSIS 300PREMIUMPREMIUMAWD 4D,26,24,D,6
2020,LEXUS,IS 300,PREMIUM,PREMIUM,4D SED,,2020LEXUSIS 300PREMIUMPREMIUM4D SED,26,24,D,6
2020,LEXUS,IS 350,,,AWD 4D,,2020LEXUSIS 350AWD 4D,26,24,D,5
2020,LEXUS,IS 350,,,AWD 4D,,2020LEXUSIS 350AWD 4D,26,24,D,5
2020,LEXUS,IS 350,,,4D SED,,2020LEXUSIS 3504D SED,26,24,D,5
2020,LEXUS,IS 350,F SPORT,FSPORT,AWD 4D,,2020LEXUSIS 350F SPORTFSPORTAWD 4D,25,23,D,5
2020,LEXUS,IS 350,F SPORT,FSPORT,AWD 4D,,2020LEXUSIS 350F SPORTFSPORTAWD 4D,28,25,D,5
2020,LEXUS,IS 350,F SPORT,FSPORT,4D SED,,2020LEXUSIS 350F SPORTFSPORT4D SED,26,24,D,5
2020,LEXUS,IS 350,PREMIUM,PREMIUM,AWD 4D,,2020LEXUSIS 350PREMIUMPREMIUMAWD 4D,28,25,D,5
2020,LEXUS,IS 350,PREMIUM,PREMIUM,AWD 4D,,2020LEXUSIS 350PREMIUMPREMIUMAWD 4D,28,25,D,5
2020,LEXUS,IS 350,PREMIUM,PREMIUM,4D SED,,2020LEXUSIS 350PREMIUMPREMIUM4D SED,26,24,D,5
2020,LEXUS,LC 500,,,2D CPE,,2020LEXUSLC 5002D CPE,44,39,C,5
2020,LEXUS,LC 500,,,2D CPE,,2020LEXUSLC 5002D CPE,45,40,C,2
2020,LEXUS,LC 500,INSPIRATION,,2D CPE,,2020LEXUSLC 500INSPIRATION2D CPE,48,42,C,2
2020,LEXUS,LC 500,PERFORMANCE,,2D CPE,,2020LEXUSLC 500PERFORMANCE2D CPE,46,39,C,1
2020,LEXUS,LC 500,SPORT,,2D CPE,,2020LEXUSLC 500SPORT2D CPE,45,38,C,1
2020,LEXUS,LC 500,TOURING,,2D CPE,,2020LEXUSLC 500TOURING2D CPE,45,38,C,2
2020,LEXUS,LC 500H,,,2D CPE,HEV,2020LEXUSLC 500H2D CPEHEV,43,40,B,5
2020,LEXUS,LC 500H,,,2D CPE,HEV,2020LEXUSLC 500H2D CPEHEV,43,40,B,5
2020,LEXUS,LC 500H,PERFORMANCE,,2D CPE,HEV,2020LEXUSLC 500HPERFORMANCE2D CPEHEV,44,43,B,5
2020,LEXUS,LC 500H,SPORT,,2D CPE,HEV,2020LEXUSLC 500HSPORT2D CPEHEV,43,36,B,5
2020,LEXUS,LC 500H,TOURING,,2D CPE,HEV,2020LEXUSLC 500HTOURING2D CPEHEV,43,40,B,5
2020,LEXUS,LS 500,,,AWD 4D,,2020LEXUSLS 500AWD 4D,33,31,C,4
2020,LEXUS,LS 500,,,AWD 4D,,2020LEXUSLS 500AWD 4D,27,27,C,7
2020,LEXUS,LS 500,,,AWD 4D,,2020LEXUSLS 500AWD 4D,33,31,C,4
2020,LEXUS,LS 500,,,AWD 4D,,2020LEXUSLS 500AWD 4D,34,33,C,1
2020,LEXUS,LS 500,,,4D SED,,2020LEXUSLS 5004D SED,33,31,C,4
2020,LEXUS,LS 500,,,4D SED,,2020LEXUSLS 5004D SED,33,31,C,4
2020,LEXUS,LS 500,,,4D SED,,2020LEXUSLS 5004D SED,33,31,C,4
2020,LEXUS,LS 500,,,4D SED,,2020LEXUSLS 5004D SED,34,33,C,1
2020,LEXUS,LS 500,,EXECUTIVE,AWD 4D,,2020LEXUSLS 500EXECUTIVEAWD 4D,38,35,C,4
2020,LEXUS,LS 500,,EXECUTIVE,AWD 4D,,2020LEXUSLS 500EXECUTIVEAWD 4D,38,35,C,1
2020,LEXUS,LS 500,,EXECUTIVE,4D SED,,2020LEXUSLS 500EXECUTIVE4D SED,34,33,C,1
2020,LEXUS,LS 500,,EXECUTIVE,4D SED,,2020LEXUSLS 500EXECUTIVE4D SED,37,34,C,4
2020,LEXUS,LS 500,,INSPIRATION,AWD 4D,,2020LEXUSLS 500INSPIRATIONAWD 4D,39,36,C,4
2020,LEXUS,LS 500,,INSPIRATION,AWD 4D,,2020LEXUSLS 500INSPIRATIONAWD 4D,34,33,C,1
2020,LEXUS,LS 500,,INSPIRATION,4D SED,,2020LEXUSLS 500INSPIRATION4D SED,34,33,C,1
2020,LEXUS,LS 500,,INSPIRATION,4D SED,,2020LEXUSLS 500INSPIRATION4D SED,34,32,C,4
2020,LEXUS,LS 500,,LUXURY,AWD 4D,,2020LEXUSLS 500LUXURYAWD 4D,37,34,C,4
2020,LEXUS,LS 500,,LUXURY,AWD 4D,,2020LEXUSLS 500LUXURYAWD 4D,34,33,C,1
2020,LEXUS,LS 500,,LUXURY,4D SED,,2020LEXUSLS 500LUXURY4D SED,34,33,C,1
2020,LEXUS,LS 500,,LUXURY,4D SED,,2020LEXUSLS 500LUXURY4D SED,35,33,C,4
2020,LEXUS,LS 500,F-SPORT,,AWD 4D,,2020LEXUSLS 500F-SPORTAWD 4D,34,34,C,1
2020,LEXUS,LS 500,F-SPORT,,AWD 4D,,2020LEXUSLS 500F-SPORTAWD 4D,34,32,C,4
2020,LEXUS,LS 500,F-SPORT,,4D SED,,2020LEXUSLS 500F-SPORT4D SED,34,33,C,1
2020,LEXUS,LS 500,F-SPORT,,4D SED,,2020LEXUSLS 500F-SPORT4D SED,34,32,C,4
2020,LEXUS,LS 500,F-SPORT,PERFORMANCE PKG,4D SED,,2020LEXUSLS 500F-SPORTPERFORMANCE PKG4D SED,37,34,C,4
2020,LEXUS,LS 500,F-SPORT,PERFORMANCE PKG,4D SED,,2020LEXUSLS 500F-SPORTPERFORMANCE PKG4D SED,37,34,C,4
2020,LEXUS,LS 500H,,,AWD 4D,,2020LEXUSLS 500HAWD 4D,34,32,C,5
2020,LEXUS,LS 500H,,,AWD 4D,,2020LEXUSLS 500HAWD 4D,34,32,C,5
2020,LEXUS,LS 500H,,,AWD 4D,,2020LEXUSLS 500HAWD 4D,34,32,C,5
2020,LEXUS,LS 500H,,,AWD 4D,,2020LEXUSLS 500HAWD 4D,34,32,C,2
2020,LEXUS,LS 500H,,,4D SED,,2020LEXUSLS 500H4D SED,34,32,C,5
2020,LEXUS,LS 500H,,,4D SED,,2020LEXUSLS 500H4D SED,34,32,C,5
2020,LEXUS,LS 500H,,,4D SED,,2020LEXUSLS 500H4D SED,34,32,C,5
2020,LEXUS,LS 500H,,,4D SED,,2020LEXUSLS 500H4D SED,34,32,C,5
2020,LEXUS,LS 500H,,EXECUTIVE,AWD 4D,,2020LEXUSLS 500HEXECUTIVEAWD 4D,40,37,C,5
2020,LEXUS,LS 500H,,EXECUTIVE,AWD 4D,,2020LEXUSLS 500HEXECUTIVEAWD 4D,40,37,C,5
2020,LEXUS,LS 500H,,EXECUTIVE,4D SED,,2020LEXUSLS 500HEXECUTIVE4D SED,39,36,C,5
2020,LEXUS,LS 500H,,EXECUTIVE,4D SED,,2020LEXUSLS 500HEXECUTIVE4D SED,39,36,C,5
2020,LEXUS,LS 500H,,LUXURY,AWD 4D,,2020LEXUSLS 500HLUXURYAWD 4D,34,35,C,2
2020,LEXUS,LS 500H,,LUXURY,AWD 4D,,2020LEXUSLS 500HLUXURYAWD 4D,38,35,C,5
2020,LEXUS,LS 500H,,LUXURY,4D SED,,2020LEXUSLS 500HLUXURY4D SED,37,34,C,5
2020,LEXUS,LS 500H,,LUXURY,4D SED,,2020LEXUSLS 500HLUXURY4D SED,37,32,C,5
2020,LEXUS,RC F,,,2D CPE,,2020LEXUSRC F2D CPE,32,26,A,3
2020,LEXUS,RC F,,PERFORMANCE,2D CPE,,2020LEXUSRC FPERFORMANCE2D CPE,35,29,A,3
2020,LEXUS,RC F,,PREMIUM,2D CPE,,2020LEXUSRC FPREMIUM2D CPE,34,28,A,3
2020,LEXUS,RC F,TRACK,,2D CPE,,2020LEXUSRC FTRACK2D CPE,40,33,A,3
2020,LEXUS,RC 300,,,AWD 2D,,2020LEXUSRC 300AWD 2D,26,25,D,2
2020,LEXUS,RC 300,,,AWD 2D,,2020LEXUSRC 300AWD 2D,29,22,D,6
2020,LEXUS,RC 300,,,AWD 2D,,2020LEXUSRC 300AWD 2D,31,23,D,6
2020,LEXUS,RC 300,,,2D CPE,,2020LEXUSRC 3002D CPE,26,24,D,2
2020,LEXUS,RC 300,,,2D CPE,,2020LEXUSRC 3002D CPE,29,22,D,6
2020,LEXUS,RC 300,,,2D CPE,,2020LEXUSRC 3002D CPE,29,22,D,6
2020,LEXUS,RC 350,,,AWD 2D,,2020LEXUSRC 350AWD 2D,29,25,C,1
2020,LEXUS,RC 350,,,AWD 2D,,2020LEXUSRC 350AWD 2D,31,25,C,5
2020,LEXUS,RC 350,,,2D CPE,,2020LEXUSRC 3502D CPE,29,24,C,5
2020,LEXUS,RC 350,,,2D CPE,,2020LEXUSRC 3502D CPE,29,25,C,1
2020,LEXUS,RC 350,,,2D CPE,,2020LEXUSRC 3502D CPE,29,24,C,5
2020,LEXUS,GX 460,,,4WD 4D,,2020LEXUSGX 4604WD 4D,22,25,B,2
2020,LEXUS,GX 460,LUXURY,,4WD 4D,,2020LEXUSGX 460LUXURY4WD 4D,23,25,B,2
2020,LEXUS,GX 460,PREMIUM,,4WD 4D,,2020LEXUSGX 460PREMIUM4WD 4D,22,25,B,2
2020,LEXUS,LX 570,,,4WD 4D,,2020LEXUSLX 5704WD 4D,32,34,C,2
2020,LEXUS,LX 570,,,4WD 4D,,2020LEXUSLX 5704WD 4D,28,32,C,3
2020,LEXUS,LX 570,LUXURY,,4WD 4D,,2020LEXUSLX 570LUXURY4WD 4D,27,31,C,2
2020,LEXUS,LX 570,LUXURY,,4WD 4D,,2020LEXUSLX 570LUXURY4WD 4D,28,31,C,2
2020,LEXUS,NX 300,,,AWD 4D,,2020LEXUSNX 300AWD 4D,21,23,C,4
2020,LEXUS,NX 300,,,2WD,,2020LEXUSNX 3002WD,21,23,C,4
2020,LEXUS,NX 300,,,2WD,,2020LEXUSNX 3002WD,21,23,C,4
2020,LEXUS,NX 300,,COMFORT,AWD 4D,,2020LEXUSNX 300COMFORTAWD 4D,21,23,C,4
2020,LEXUS,NX 300,,COMFORT,2WD,,2020LEXUSNX 300COMFORT2WD,21,23,C,4
2020,LEXUS,NX 300,,PREMIUM,AWD 4D,,2020LEXUSNX 300PREMIUMAWD 4D,22,24,C,4
2020,LEXUS,NX 300,,PREMIUM,AWD 4D,,2020LEXUSNX 300PREMIUMAWD 4D,22,24,C,4
2020,LEXUS,NX 300,,PREMIUM,2WD,,2020LEXUSNX 300PREMIUM2WD,21,23,C,4
2020,LEXUS,NX 300,,PREMIUM,2WD,,2020LEXUSNX 300PREMIUM2WD,21,23,C,4
2020,LEXUS,NX 300,,PREMIUM,2WD,,2020LEXUSNX 300PREMIUM2WD,21,23,C,4
2020,LEXUS,NX 300,F SPORT,,AWD 4D,,2020LEXUSNX 300F SPORTAWD 4D,22,24,C,4
2020,LEXUS,NX 300,F SPORT,,AWD 4D,,2020LEXUSNX 300F SPORTAWD 4D,22,24,C,4
2020,LEXUS,NX 300,F SPORT,,2WD,,2020LEXUSNX 300F SPORT2WD,21,23,C,4
2020,LEXUS,NX 300,F SPORT,,2WD,,2020LEXUSNX 300F SPORT2WD,21,23,C,4
2020,LEXUS,NX 300,F SPORT,PREMIUM,AWD 4D,,2020LEXUSNX 300F SPORTPREMIUMAWD 4D,22,24,C,4
2020,LEXUS,NX 300,F SPORT,PREMIUM,2WD,,2020LEXUSNX 300F SPORTPREMIUM2WD,22,24,C,4
2020,LEXUS,NX 300,LUXURY,,AWD 4D,,2020LEXUSNX 300LUXURYAWD 4D,24,22,C,2
2020,LEXUS,NX 300,LUXURY,,2WD,,2020LEXUSNX 300LUXURY2WD,23,21,C,2
2020,LEXUS,NX 300,SPORT COMFORT,,AWD 4D,,2020LEXUSNX 300SPORT COMFORTAWD 4D,22,24,C,4
2020,LEXUS,NX 300,SPORT COMFORT,,2WD,,2020LEXUSNX 300SPORT COMFORT2WD,22,24,C,4
2020,LEXUS,NX 300H,,,4WD 4D,HYBRID,2020LEXUSNX 300H4WD 4DHYBRID,23,23,D,4
2020,LEXUS,NX 300H,,,4WD 4D,HYBRID,2020LEXUSNX 300H4WD 4DHYBRID,23,23,D,4
2020,LEXUS,NX 300H,PREMIUM,,4WD 4D,HYBRID,2020LEXUSNX 300HPREMIUM4WD 4DHYBRID,24,24,D,4
2020,LEXUS,NX 300H,COMFORT,,4WD 4D,HYBRID,2020LEXUSNX 300HCOMFORT4WD 4DHYBRID,24,24,D,4
2020,LEXUS,NX 300H,LUXURY,,4WD 4D,HYBRID,2020LEXUSNX 300HLUXURY4WD 4DHYBRID,23,22,D,1
2020,LEXUS,RX 350,,,2WD 4D,,2020LEXUSRX 3502WD 4D,22,22,C,4
2020,LEXUS,RX 350,,,2WD 4D,,2020LEXUSRX 3502WD 4D,22,22,C,4
2020,LEXUS,RX 350,,,4WD 4D,,2020LEXUSRX 3504WD 4D,23,23,C,4
2020,LEXUS,RX 350,,,4WD 4D,,2020LEXUSRX 3504WD 4D,23,23,C,4
2020,LEXUS,RX 350,,LUXURY,2WD 4D,,2020LEXUSRX 350LUXURY2WD 4D,23,23,C,4
2020,LEXUS,RX 350,,LUXURY,2WD 4D,,2020LEXUSRX 350LUXURY2WD 4D,23,23,C,4
2020,LEXUS,RX 350,,LUXURY,4WD 4D,,2020LEXUSRX 350LUXURY4WD 4D,23,23,C,4
2020,LEXUS,RX 350,,LUXURY,4WD 4D,,2020LEXUSRX 350LUXURY4WD 4D,23,23,C,4
2020,LEXUS,RX 350,F SPORT,,2WD 4D,,2020LEXUSRX 350F SPORT2WD 4D,23,23,C,4
2020,LEXUS,RX 350,F SPORT,,2WD 4D,,2020LEXUSRX 350F SPORT2WD 4D,23,23,C,4
