MAKE,MODEL,SERIES,OPTIONPACKAGE,BODYSTYLE,Wheelbase,ENGINE,GRG,DRG,VSD,LRG,YEAR
AUDI,SQ5,3.0T QUATTRO PREMIUM,PLUS,AWD 4D,,,28,31,B,1,2018
AUDI,SQ5,3.0T QUATTRO PREMIUM,PLUS,AWD 4D,,,28,30,B,1,2018
AUDI,SQ5,3.0T QUATTRO PRESTIGE,,AWD 4D,,,28,36,B,1,2018
AUDI,TT,2.0T QUATTRO,,2D CPE,,,27,25,B,1,2018
AUDI,TT,2.0T QUATTRO,,2D RDSTR,,,28,25,A,1,2018
AUDI,TT,RS QUATTRO,,2D CPE,,,31,31,A,1,2018
AUDI,TT,S 2.0T QUATTRO,,2D CPE,,TBO,29,27,B,1,2018
BENTLEY,BENTAYGA,W12,,2WD 4D,,,81,87,B,6,2018
BENTLEY,CONTINENTAL,GT S,,2D CV,,,75,79,B,5,2018
BENTLEY,CONTINENTAL,GT SPEED,,2D CV,,,82,86,B,5,2018
BENTLEY,CONTINENTAL,GTC,,2D CV,,,71,75,B,5,2018
BENTLEY,CONTINENTAL,GTC,,2D CV,,,76,80,B,5,2018
BENTLEY,CONTINENTAL,GTC,,2D CV,,,76,80,B,4,2018
BENTLEY,CONTINENTAL,SUPERSPORTS,,2D CV,,,101,109,A,3,2018
BENTLEY,FLYING SPUR,,,4D SED,,,71,78,C,9,2018
BENTLEY,FLYING SPUR,V8,,4D SED,,,71,78,C,9,2018
BENTLEY,FLYING SPUR,W12,,4D SED,,,80,86,C,9,2018
BENTLEY,MULSANNE,,,4D SED,,,94,98,D,9,2018
BMW,230I,,,2D CPE,,,26,23,B,3,2018
BMW,230I,,,2D CV,,,24,25,B,2,2018
BMW,230I,XDRIVE,,AWD 2D,,,27,24,B,3,2018
BMW,230I,XDRIVE,,AWD CONV,,,24,25,B,2,2018
BMW,320I,,,4D SED,,,28,22,D,6,2018
BMW,320I,,XDRIVE,4D SED,,,30,22,D,6,2018
BMW,328D,,,4D SED,,,30,27,D,5,2018
BMW,328D,,XDRIVE,4D SED,,,30,31,D,5,2018
BMW,328D,,XDRIVE,S/W,,,25,29,B,5,2018
BMW,330E HYBRID,,,4D SED,,HYBRID,29,28,C,6,2018
BMW,330I,,,4D SED,,,29,26,D,6,2018
BMW,330I,,,S/W,,,24,27,C,5,2018
BMW,330I,GRAN TURISMO,,4D SED,,,27,28,D,5,2018
BMW,330I,XDRIVE,,AWD 4D,,,30,26,D,5,2018
BMW,340I,,,4D SED,,,33,32,D,3,2018
BMW,340I,,XDRIVE,4D SED,,,33,33,C,4,2018
BMW,340I,GRAN TURISMO,XDRIVE,4D SED,,,32,36,D,5,2018
BMW,430I,,,2D CPE,,,30,29,C,3,2018
BMW,430I,,,2D CV,,,28,33,C,1,2018
BMW,430I,,XDRIVE,2D CPE,,,31,28,C,2,2018
BMW,430I,,XDRIVE,2D CV,,,29,31,C,1,2018
BMW,430I,GRAN COUPE,,4D CPE,,,30,30,C,3,2018
BMW,430I,GRAN COUPE,XDRIVE,4D CPE,,,30,30,C,2,2018
BMW,440I,,,2D CPE,,,31,33,C,2,2018
BMW,440I,,,2D CV,,,29,33,B,2,2018
BMW,440I,,XDRIVE,2D CPE,,,32,34,C,1,2018
BMW,440I,,XDRIVE,2D CV,,,30,33,C,2,2018
BMW,440I,GRAN COUPE,,4D CPE,,,30,33,C,2,2018
BMW,440I,GRAN COUPE,XDRIVE,4D CPE,,,32,34,C,2,2018
BMW,530E ELECTRIC,IPERFORMANCE,,4D SED,,ELECTRIC,32,35,D,5,2018
BMW,530E ELECTRIC,IPERFORMANCE,XDRIVE,4D SED,,ELECTRIC,32,35,D,5,2018
BMW,530I,,,4D SED,,,28,33,E,6,2018
BMW,530XI,,,4D SED,,,31,34,E,6,2018
BMW,540I,,,4D SED,,,31,35,E,5,2018
BMW,540XD,,,4D SED,,,35,39,D,3,2018
BMW,540XI,,,4D SED,,,32,40,E,4,2018
BMW,540XI,XD,,4D SED,,,34,43,D,2,2018
BMW,640I,,,2D CV,,,38,40,C,6,2018
BMW,640I,GRAN COUPE,,4D CPE,,,39,40,C,6,2018
BMW,640XI,,,2D CV,,,38,39,B,6,2018
BMW,640XI,GRAN COUPE,,4D CPE,,,41,40,D,7,2018
BMW,640XI,GRAN TURISMO,,4D SED,,,35,36,C,6,2018
BMW,650I,,,2D CV,,,40,45,B,5,2018
BMW,650I,GRAN COUPE,,4D CPE,,,42,50,B,7,2018
BMW,650XI,,,2D CV,,,41,46,B,6,2018
BMW,650XI,GRAN COUPE,,4D CPE,,,43,51,B,7,2018
BMW,740E,IPERFORMANCE,XDRIVE,4D SED,,,42,42,D,6,2018
BMW,740I,,,4D SED,,,40,45,D,6,2018
BMW,740I,XDRIVE,,AWD 4D,,,44,48,D,6,2018
BMW,750I,,,4D SED,,,43,52,C,5,2018
BMW,750I,,XDRIVE,4D SED,,,50,52,C,6,2018
BMW,ALPINA B6,GRAN COUPE,XDRIVE,4D CPE,,,47,51,C,9,2018
BMW,ALPINA B7,LWB,XDRIVE,4D SED,,,54,56,C,8,2018
BMW,I3,,,4D SED,,,21,23,B,2,2018
BMW,I3,,,4D SED,,ELECTRIC,21,23,B,1,2018
BMW,I3,,RANGE EXTENDER,4D SED,,ELECTRIC,22,24,B,1,2018
BMW,M2,,,2D CPE,,,29,29,A,1,2018
BMW,M240I,,,2D CPE,,,28,28,C,2,2018
BMW,M240I,,,2D CV,,,26,27,B,1,2018
BMW,M240I,XDRIVE,,AWD 2D,,,28,28,C,2,2018
BMW,M240I,XDRIVE,,AWD CONV,,,27,27,B,1,2018
BMW,M3,,,4D SED,,,47,41,C,5,2018
BMW,M4,,,2D CPE,,,45,42,C,4,2018
BMW,M4,,,2D CV,,,36,36,B,5,2018
BMW,M5,,,4D SED,,,57,50,C,7,2018
BMW,M550I,XDRIVE,,AWD 4D,,,42,40,C,6,2018
BMW,M6,,,2D CV,,,46,48,B,6,2018
BMW,M6,GRAN COUPE,,4D CPE,,,46,54,B,9,2018
BMW,M760I,XDRIVE,,AWD 4D,,,59,61,C,7,2018
BMW,X1,28I,SDRIVE,AWD 4D,,,20,21,C,4,2018
BMW,X1,28I,XDRIVE,AWD 4D,,,21,22,B,4,2018
BMW,X2,28I,SDRIVE,AWD 4D,,,23,23,B,3,2018
BMW,X2,28I,XDRIVE,AWD 4D,,,23,25,B,3,2018
BMW,X3,30I,XDRIVE,AWD 4D,,,23,25,B,3,2018
BMW,X3,M40I,,AWD 4D,,,25,30,B,3,2018
BMW,X4,28I,XDRIVE,AWD 4D,,,26,29,C,5,2018
BMW,X4,M 40I,XDRIVE,AWD 4D,,,27,32,C,4,2018
BMW,X5,3.5D,XDRIVE,AWD 4D,,,26,33,B,5,2018
BMW,X5,3.5I,SDRIVE,2WD 4D,,,26,28,C,5,2018
BMW,X5,3.5I,XDRIVE,AWD 4D,,,25,30,B,5,2018
BMW,X5,4.0E,XDRIVE,AWD 4D,,,27,33,C,4,2018
BMW,X5,5.0I,XDRIVE,AWD 4D,,,30,35,B,8,2018
BMW,X5,M,,AWD 4D,,,32,35,B,7,2018
BMW,X6,3.5I,SDRIVE,2WD 4D,,,31,34,C,5,2018
BMW,X6,3.5I,XDRIVE,AWD 4D,,,31,34,C,6,2018
BMW,X6,50I,XDRIVE,AWD 4D,,,38,44,C,7,2018
BMW,X6,M,,AWD 4D,,,38,44,B,7,2018
BUICK,CASCADA,,,2D CV,,,24,20,C,3,2018
BUICK,CASCADA,PREMIUM,,2D CV,,,23,24,C,2,2018
BUICK,CASCADA,SPORT TOURING,,2D CV,,,25,24,C,3,2018
BUICK,ENCLAVE,,,2WD 4D,,,21,16,B,9,2018
BUICK,ENCLAVE,AVENIR,,2WD 4D,,,23,24,B,5,2018
BUICK,ENCLAVE,AVENIR,,AWD 4D,,,24,28,B,5,2018
BUICK,ENCLAVE,ESSENCE,,2WD 4D,,,22,19,B,7,2018
BUICK,ENCLAVE,ESSENCE,,AWD 4D,,,23,22,B,7,2018
BUICK,ENCLAVE,PREMIUM AWD,,AWD 4D,,,23,26,B,5,2018
BUICK,ENCLAVE,PREMIUM GROUP,,2WD 4D,,,23,22,B,5,2018
BUICK,ENCORE,,,2WD 4D,,,19,11,C,5,2018
BUICK,ENCORE,ESSENCE,,2WD 4D,,,17,11,C,5,2018
BUICK,ENCORE,ESSENCE,,2WD 4D,,TBO,19,12,C,4,2018
BUICK,ENCORE,ESSENCE,,AWD 4D,,,17,13,B,4,2018
BUICK,ENCORE,ESSENCE,,AWD 4D,,TBO,19,15,B,3,2018
BUICK,ENCORE,PREFERRED,,2WD 4D,,,17,11,C,7,2018
BUICK,ENCORE,PREFERRED,,2WD 4D,,,17,11,C,5,2018
BUICK,ENCORE,PREFERRED,,2WD 4D,,TBO,19,12,C,4,2018
BUICK,ENCORE,PREFERRED,,AWD 4D,,,17,13,B,5,2018
BUICK,ENCORE,PREFERRED,,AWD 4D,,,18,13,B,4,2018
BUICK,ENCORE,PREFERRED,,AWD 4D,,TBO,19,14,B,3,2018
BUICK,ENCORE,PREMIUM,,2WD 4D,,,18,15,B,3,2018
BUICK,ENCORE,PREMIUM,,2WD 4D,,TBO,19,16,B,2,2018
BUICK,ENCORE,PREMIUM,,AWD 4D,,,18,18,B,2,2018
BUICK,ENCORE,PREMIUM,,AWD 4D,,TBO,18,18,B,2,2018
BUICK,ENCORE,SPORT TOURING,,2WD 4D,,,17,11,C,7,2018
BUICK,ENCORE,SPORT TOURING,,2WD 4D,,TBO,18,11,C,6,2018
BUICK,ENCORE,SPORT TOURING,,AWD 4D,,,18,13,B,5,2018
BUICK,ENCORE,SPORT TOURING,,AWD 4D,,TBO,19,13,B,5,2018
BUICK,ENVISION,,,2WD 4D,,,20,16,B,4,2018
BUICK,ENVISION,ESSENCE,,2WD 4D,,,20,16,C,3,2018
BUICK,ENVISION,ESSENCE,,AWD 4D,,,20,19,B,4,2018
BUICK,ENVISION,PREFERRED,,2WD 4D,,,20,14,C,4,2018
BUICK,ENVISION,PREFERRED,,AWD 4D,,,20,19,B,5,2018
BUICK,ENVISION,PREMIUM,,AWD 4D,,,20,22,B,4,2018
BUICK,ENVISION,PREMIUM II,,AWD 4D,,,23,23,B,5,2018
BUICK,LACROSSE,,,4D SED,,,21,20,D,6,2018
BUICK,LACROSSE,AVENIR,,4D SED,,,24,28,C,6,2018
BUICK,LACROSSE,AVENIR AWD,,4D SED,,,25,29,C,7,2018
BUICK,LACROSSE,ESSENCE,,4D SED,,,24,25,D,7,2018
BUICK,LACROSSE,ESSENCE HYBRID,,4D SED,,,25,24,D,8,2018
BUICK,LACROSSE,HYBRID,,4D SED,,,25,20,D,7,2018
BUICK,LACROSSE,PREFERRED,,4D SED,,,26,22,D,6,2018
BUICK,LACROSSE,PREFERRED HYBRID,,4D SED,,,25,21,D,8,2018
BUICK,LACROSSE,PREMIUM AWD,,4D SED,,,25,28,C,8,2018
BUICK,LACROSSE,PREMIUM GROUP,,4D SED,,,23,26,D,5,2018
BUICK,LACROSSE,PREMIUM HYBRID,,4D SED,,,24,25,D,6,2018
BUICK,REGAL,,,4D SED,,,21,20,C,6,2018
BUICK,REGAL,,,4D SED,,,21,19,C,6,2018
BUICK,REGAL,ESSENCE,,4D SED,,,23,22,D,6,2018
BUICK,REGAL,ESSENCE,,4D SED,,,24,22,D,6,2018
BUICK,REGAL,ESSENCE,,AWD 4D,,,24,23,D,6,2018
BUICK,REGAL,ESSENCE,,AWD 4D,,,23,23,D,6,2018
BUICK,REGAL,GS,,AWD 4D,,,25,24,D,6,2018
BUICK,REGAL,GS,,AWD 4D,,,25,27,C,6,2018
BUICK,REGAL,PREFERRED,,4D SED,,,22,20,C,6,2018
BUICK,REGAL,PREFERRED,,4D SED,,,24,22,D,6,2018
BUICK,REGAL,PREFERRED II,,4D SED,,,22,20,C,6,2018
BUICK,REGAL,PREFERRED II,,4D SED,,,24,21,D,6,2018
BUICK,REGAL,PREFERRED II,,AWD 4D,,,24,22,D,6,2018
BUICK,REGAL,PREFERRED II,,AWD 4D,,,23,22,D,6,2018
BUICK,REGAL TOURX,,,AWD 4D,,,21,19,C,5,2018
BUICK,REGAL TOURX,,,AWD 4D,,,22,20,E,5,2018
BUICK,REGAL TOURX,ESSENCE,,AWD 4D,,,25,22,D,6,2018
BUICK,REGAL TOURX,ESSENCE,,AWD 4D,,,23,24,C,4,2018
BUICK,REGAL TOURX,PREFERRED,,AWD 4D,,,23,21,D,6,2018
BUICK,REGAL TOURX,PREFERRED,,AWD 4D,,,22,22,C,4,2018
CADILLAC,ATS,,,2D CPE,,,29,23,C,3,2018
CADILLAC,ATS,,,4D SED,,,26,20,D,6,2018
CADILLAC,ATS,,,AWD 2D,,,27,23,C,3,2018
CADILLAC,ATS,,,AWD 4D,,,28,22,C,5,2018
CADILLAC,ATS,LUXURY,,2D CPE,,,29,25,C,5,2018
CADILLAC,ATS,LUXURY,,4D SED,,,29,23,D,6,2018
CADILLAC,ATS,LUXURY,,4D SED,,,29,24,D,6,2018
CADILLAC,ATS,LUXURY,,AWD 2D,,,29,25,C,4,2018
CADILLAC,ATS,LUXURY,,AWD 4D,,,30,24,C,5,2018
CADILLAC,ATS,PREMIUM LUXURY,,2D CPE,,,31,26,C,5,2018
CADILLAC,ATS,PREMIUM LUXURY,,4D SED,,,30,24,C,4,2018
CADILLAC,ATS,PREMIUM LUXURY,,AWD 2D,,,31,27,C,5,2018
CADILLAC,ATS,PREMIUM LUXURY,,AWD 4D,,,31,25,C,4,2018
CADILLAC,ATS,PREMIUM LUXURY,DRIVER ASSIST PKG,2D CPE,,,31,26,C,5,2018
CADILLAC,ATS,PREMIUM LUXURY,DRIVER ASSIST PKG,4D SED,,,32,25,D,5,2018
CADILLAC,ATS,PREMIUM LUXURY,DRIVER ASSIST PKG,AWD 2D,,,32,28,C,5,2018
CADILLAC,ATS,PREMIUM LUXURY,DRIVER ASSIST PKG,AWD 4D,,,32,25,C,4,2018
CADILLAC,ATS,PREMIUM PERFORMANCE,,2D CPE,,,32,27,C,5,2018
CADILLAC,ATS,PREMIUM PERFORMANCE,,4D SED,,,32,24,D,5,2018
CADILLAC,ATS,PREMIUM PERFORMANCE,DRIVER ASSIST PKG,2D CPE,,,32,27,C,5,2018
CADILLAC,ATS,PREMIUM PERFORMANCE,DRIVER ASSIST PKG,4D SED,,,32,25,D,5,2018
CADILLAC,ATS-V,,,2D CPE,,,31,31,A,1,2018
CADILLAC,ATS-V,,,4D SED,,,33,33,D,2,2018
CADILLAC,ATS-V,,,4D SED,,,33,33,C,2,2018
CADILLAC,CT6,,4,AWD 4D,,,28,28,D,6,2018
CADILLAC,CT6,2.0T,,4D SED,,,28,26,D,5,2018
CADILLAC,CT6,2.0T LUXURY PKG,,4D SED,,,26,25,D,3,2018
CADILLAC,CT6,3.0T LUXURY,,AWD 4D,,,33,33,D,6,2018
CADILLAC,CT6,3.0T PLATINUM,,AWD 4D,,,35,36,D,4,2018
CADILLAC,CT6,3.0T PREMIUM LUXURY,,AWD 4D,,,34,31,D,7,2018
CADILLAC,CT6,3.0T PREMIUM LUXURY,,AWD 4D,,,33,29,D,7,2018
CADILLAC,CT6,3.6 LUXURY COLLECTION,,AWD 4D,,,28,29,D,5,2018
CADILLAC,CT6,3.6 PLATINUM,,AWD 4D,,,33,35,D,7,2018
CADILLAC,CT6,3.6 PLATINUM,,AWD 4D,,,32,35,D,7,2018
CADILLAC,CT6,3.6 PREMIUM LUXURY,,AWD 4D,,,32,29,D,6,2018
CADILLAC,CT6 PLUG-IN,,,4D SED,,,33,37,C,5,2018
CADILLAC,CTS,,,4D SED,,,26,24,D,5,2018
CADILLAC,CTS,,,AWD 4D,,,28,27,D,5,2018
CADILLAC,CTS,LUXURY,,4D SED,,,27,26,D,4,2018
CADILLAC,CTS,LUXURY,,4D SED,,6CYL DOHC,28,27,D,4,2018
CADILLAC,CTS,LUXURY,,AWD 4D,,,28,26,D,4,2018
CADILLAC,CTS,LUXURY,,AWD 4D,,6CYL DOHC,28,29,C,4,2018
CADILLAC,CTS,PREMIUM LUXURY,,4D SED,,,28,32,C,4,2018
CADILLAC,CTS,PREMIUM LUXURY,,AWD 4D,,,31,33,C,4,2018
CADILLAC,CTS,V-SPORT,,4D SED,,,38,35,C,3,2018
CADILLAC,CTS,V-SPORT PREMIUM,LUXURY,4D SED,,,38,37,C,3,2018
CADILLAC,CTS-V,,,4D SED,,,42,48,B,5,2018
CADILLAC,ESCALADE,,,2WD 4D,,,25,29,B,9,2018
CADILLAC,ESCALADE,,,4WD 4D,,,26,34,B,9,2018
CADILLAC,ESCALADE,LUXURY,,2WD 4D,,,25,33,B,9,2018
CADILLAC,ESCALADE,LUXURY,,4WD 4D,,,25,35,B,9,2018
CADILLAC,ESCALADE,PLATINUM,,2WD 4D,,,26,33,B,6,2018
CADILLAC,ESCALADE,PLATINUM,,4WD 4D,,,26,35,B,7,2018
CADILLAC,ESCALADE,PREMIUM LUXURY,,2WD 4D,,,26,33,B,6,2018
CADILLAC,ESCALADE,PREMIUM LUXURY,,4WD 4D,,,26,35,B,7,2018
CADILLAC,ESCALADE ESV,,,2WD 4D,,,27,33,C,9,2018
CADILLAC,ESCALADE ESV,,,AWD 4D,,,26,33,C,9,2018
CADILLAC,ESCALADE ESV,LUXURY,,2WD 4D,,,28,34,C,9,2018
CADILLAC,ESCALADE ESV,LUXURY,,AWD 4D,,,28,34,C,9,2018
CADILLAC,ESCALADE ESV,PLATINUM,,2WD 4D,,,27,34,C,6,2018
CADILLAC,ESCALADE ESV,PLATINUM,,AWD 4D,,,30,34,C,8,2018
CADILLAC,ESCALADE ESV,PREMIUM LUXURY,,2WD 4D,,,27,34,C,7,2018
CADILLAC,ESCALADE ESV,PREMIUM LUXURY,,AWD 4D,,,28,34,C,8,2018
CADILLAC,XT5,,,2WD 4D,,,21,18,C,5,2018
CADILLAC,XT5,,,2WD 4D,,,22,22,C,4,2018
CADILLAC,XT5,,,AWD 4D,,,22,22,B,6,2018
CADILLAC,XT5,,,AWD 4D,,,22,22,C,4,2018
CADILLAC,XT5,LUXURY,,2WD 4D,,,23,23,C,4,2018
CADILLAC,XT5,LUXURY,,2WD 4D,,,22,21,C,5,2018
CADILLAC,XT5,LUXURY,,AWD 4D,,,23,24,B,5,2018
CADILLAC,XT5,LUXURY,,AWD 4D,,,23,23,C,4,2018
CADILLAC,XT5,PLATINUM,,AWD 4D,,,24,26,B,4,2018
CADILLAC,XT5,PLATINUM,,AWD 4D,,,24,26,B,3,2018
CADILLAC,XT5,PREMIUM LUXURY,,2WD 4D,,,22,24,C,3,2018
CADILLAC,XT5,PREMIUM LUXURY,,2WD 4D,,,23,24,C,3,2018
CADILLAC,XT5,PREMIUM LUXURY,,AWD 4D,,,24,25,C,3,2018
CADILLAC,XT5,PREMIUM LUXURY,,AWD 4D,,,22,25,B,3,2018
CADILLAC,XTS,,,4D SED,,,25,22,D,6,2018
CADILLAC,XTS,LUXURY,,4D SED,,,26,23,C,5,2018
CADILLAC,XTS,LUXURY,,AWD 4D,,,27,24,C,5,2018
CADILLAC,XTS,PLATINUM,,4D SED,,,31,34,D,4,2018
CADILLAC,XTS,PLATINUM,,AWD 4D,,,32,34,C,3,2018
CADILLAC,XTS,PLATINUM V-SPORT,,AWD 4D,,,38,35,C,4,2018
CADILLAC,XTS,PREMIUM LUXURY,,4D SED,,,27,25,C,5,2018
CADILLAC,XTS,PREMIUM LUXURY,,AWD 4D,,,27,25,C,5,2018
CHEVROLET,BOLT,LT,,4D SED,,ELECTRIC,19,16,B,2,2018
CHEVROLET,BOLT,PREMIER,,4D SED,,ELECTRIC,21,18,B,2,2018
CHEVROLET,CAMARO,LS,,2D CPE,,,30,23,D,7,2018
CHEVROLET,CAMARO,LS,,2D CPE,,4CYL TURBO,28,22,D,8,2018
CHEVROLET,CAMARO,LT,,2D CPE,,,28,23,D,6,2018
CHEVROLET,CAMARO,LT,,2D CPE,,,30,22,D,7,2018
CHEVROLET,CAMARO,LT,,2D CPE,,,29,23,C,7,2018
CHEVROLET,CAMARO,LT,,2D CPE,,4CYL TURBO,28,22,D,9,2018
CHEVROLET,CAMARO,LT,,2D CPE,,4CYL TURBO,27,22,D,8,2018
CHEVROLET,CAMARO,LT,,2D CPE,,4CYL TURBO,27,23,D,7,2018
CHEVROLET,CAMARO,LT,,2D CV,,,26,23,C,6,2018
CHEVROLET,CAMARO,LT,,2D CV,,,24,25,C,5,2018
CHEVROLET,CAMARO,LT,,2D CV,,,28,20,C,4,2018
CHEVROLET,CAMARO,LT,,2D CV,,,23,26,C,4,2018
CHEVROLET,CAMARO,LT,,2D CV,,4CYL TURBO,23,25,C,3,2018
CHEVROLET,CAMARO,LT,,2D CV,,4CYL TURBO,27,22,C,1,2018
CHEVROLET,CAMARO,LT,,2D CV,,4CYL TURBO,23,26,C,3,2018
CHEVROLET,CAMARO,LT,,2D CV,,4CYL TURBO,26,23,D,7,2018
CHEVROLET,CAMARO,SS,,2D CPE,,,32,24,C,5,2018
CHEVROLET,CAMARO,SS,,2D CPE,,,31,24,C,4,2018
CHEVROLET,CAMARO,SS,,2D CPE,,,31,25,C,4,2018
CHEVROLET,CAMARO,SS,,2D CV,,,26,23,B,1,2018
CHEVROLET,CAMARO,SS,,2D CV,,,26,24,B,2,2018
CHEVROLET,CAMARO,SS,,2D CV,,,26,24,B,5,2018
CHEVROLET,CAMARO,SS,,2D CV,,,26,24,B,3,2018
CHEVROLET,CAMARO,ZL1,,2D CPE,,,31,30,C,1,2018
CHEVROLET,CAMARO,ZL1,,2D CV,,,31,31,B,1,2018
CHEVROLET,CAMARO,ZL1,,2D CV,,,30,35,B,1,2018
CHEVROLET,CITY EXPRESS,LS,,2WD,,,20,21,C,9,2018
CHEVROLET,CITY EXPRESS,LT,,2WD,,,20,21,C,9,2018
CHEVROLET,COLORADO,EXT CAB,,2WD,,,19,14,B,9,2018
CHEVROLET,COLORADO,EXT CAB,,2WD,,TBO DSL,18,15,B,9,2018
CHEVROLET,COLORADO,LT CREW CAB,,2WD,,,20,15,B,9,2018
CHEVROLET,COLORADO,LT CREW CAB,,2WD,,6CYL GAS,19,17,A,9,2018
CHEVROLET,COLORADO,LT CREW CAB,,2WD,,TBO DSL,22,20,B,9,2018
CHEVROLET,COLORADO,LT CREW CAB,,4WD,,,21,19,A,6,2018
CHEVROLET,COLORADO,LT CREW CAB,,4WD,,,21,20,A,8,2018
CHEVROLET,COLORADO,LT CREW CAB,,4WD,,TBO DSL,22,24,A,7,2018
CHEVROLET,COLORADO,LT CREW CAB,,4WD,,TBO DSL,22,20,A,6,2018
CHEVROLET,COLORADO,LT EXT CAB,,2WD,,,20,16,B,9,2018
CHEVROLET,COLORADO,LT EXT CAB,,2WD,,6CYL GAS,20,17,B,8,2018
CHEVROLET,COLORADO,LT EXT CAB,,4WD,,,20,17,A,7,2018
CHEVROLET,COLORADO,LT EXT CAB,,4WD,,6CYL GAS,21,20,A,7,2018
CHEVROLET,COLORADO,WT CREW CAB,,2WD,,,20,15,B,9,2018
CHEVROLET,COLORADO,WT CREW CAB,,2WD,,6CYL GAS,20,16,B,9,2018
CHEVROLET,COLORADO,WT CREW CAB,,4WD,,,20,17,A,6,2018
CHEVROLET,COLORADO,WT CREW CAB,,4WD,,,21,18,A,9,2018
CHEVROLET,COLORADO,WT CREW CAB,,4WD,,TBO DSL,21,19,A,6,2018
CHEVROLET,COLORADO,WT EXT CAB,,2WD,,,20,14,B,9,2018
CHEVROLET,COLORADO,WT EXT CAB,,2WD,,6CYL GAS,20,16,B,9,2018
CHEVROLET,COLORADO,WT EXT CAB,,4WD,,,21,17,A,9,2018
CHEVROLET,COLORADO,WT EXT CAB,,4WD,,,19,16,A,7,2018
CHEVROLET,COLORADO,WT EXT CAB,,4WD,,6CYL GAS,21,18,A,9,2018
CHEVROLET,COLORADO,WT EXT CAB,,4WD,,TBO DSL,21,19,A,7,2018
CHEVROLET,COLORADO,Z71 CREW CAB,,2WD,,,21,17,B,8,2018
CHEVROLET,COLORADO,Z71 CREW CAB,,2WD,,6CYL GAS,20,17,A,9,2018
CHEVROLET,COLORADO,Z71 CREW CAB,,2WD,,TBO DSL,22,23,B,8,2018
CHEVROLET,COLORADO,Z71 CREW CAB,,4WD,,,21,19,A,6,2018
CHEVROLET,COLORADO,Z71 CREW CAB,,4WD,,,21,19,A,8,2018
CHEVROLET,COLORADO,Z71 CREW CAB,,4WD,,TBO DSL,21,25,A,8,2018
CHEVROLET,COLORADO,Z71 CREW CAB,,4WD,,TBO DSL,22,20,A,6,2018
CHEVROLET,COLORADO,Z71 EXT CAB,,2WD,,,18,17,B,9,2018
CHEVROLET,COLORADO,Z71 EXT CAB,,2WD,,6CYL GAS,19,17,B,9,2018
CHEVROLET,COLORADO,Z71 EXT CAB,,4WD,,,21,19,A,7,2018
CHEVROLET,COLORADO,Z71 EXT CAB,,4WD,,6CYL GAS,20,19,A,7,2018
CHEVROLET,COLORADO,ZR2 CREW CAB,,4WD,,,23,23,A,6,2018
CHEVROLET,COLORADO,ZR2 CREW CAB,,4WD,,,21,21,A,9,2018
CHEVROLET,COLORADO,ZR2 CREW CAB,,4WD,,TBO DSL,22,25,A,9,2018
CHEVROLET,COLORADO,ZR2 CREW CAB,,4WD,,TBO DSL,24,24,A,6,2018
CHEVROLET,COLORADO,ZR2 EXT CAB,,4WD,,,22,22,A,7,2018
CHEVROLET,COLORADO,ZR2 EXT CAB,,4WD,,,23,23,A,6,2018
CHEVROLET,COLORADO,ZR2 EXT CAB,,4WD,,TBO DSL,23,23,A,6,2018
CHEVROLET,COLORADO,ZR2 EXT CAB,,4WD,,TBO DSL,22,26,A,7,2018
CHEVROLET,CORVETTE,GRAND SPORT,,2D CPE,,,27,25,A,1,2018
CHEVROLET,CORVETTE,GRAND SPORT,,2D CPE,,,26,25,A,1,2018
CHEVROLET,CORVETTE,GRAND SPORT,,2D CPE,,,25,25,A,1,2018
CHEVROLET,CORVETTE,GRAND SPORT,,2D CPE,,,24,25,A,1,2018
CHEVROLET,CORVETTE,GRAND SPORT,,2D CV,,,25,31,A,1,2018
CHEVROLET,CORVETTE,GRAND SPORT,,2D CV,,,32,41,A,1,2018
CHEVROLET,CORVETTE,GRAND SPORT,,2D CV,,,26,31,A,1,2018
CHEVROLET,CORVETTE,GRAND SPORT,,2D CV,,,25,30,A,1,2018
CHEVROLET,CORVETTE,GRAND SPORT,,2D CV,,,27,39,A,1,2018
CHEVROLET,CORVETTE,STINGRAY,,2D CPE,,,29,25,A,1,2018
CHEVROLET,CORVETTE,STINGRAY,,2D CPE,,,25,23,A,1,2018
CHEVROLET,CORVETTE,STINGRAY,,2D CPE,,,24,23,A,1,2018
CHEVROLET,CORVETTE,STINGRAY,,2D CV,,,25,30,A,1,2018
CHEVROLET,CORVETTE,STINGRAY,,2D CV,,,24,26,A,1,2018
CHEVROLET,CORVETTE,STINGRAY,,2D CV,,,24,29,A,1,2018
CHEVROLET,CORVETTE,STINGRAY,,2D CV,,,25,26,A,1,2018
CHEVROLET,CORVETTE,STINGRAY,CARBON 65 EDITION,2D CPE,,,33,40,A,1,2018
CHEVROLET,CORVETTE,STINGRAY,CARBON 65 EDITION,2D CPE,,,36,42,A,1,2018
CHEVROLET,CORVETTE,STINGRAY,CARBON 65 EDITION,2D CPE,,,29,26,A,1,2018
CHEVROLET,CORVETTE,STINGRAY,CARBON 65 EDITION,2D CPE,,,29,32,A,1,2018
CHEVROLET,CORVETTE,STINGRAY,CARBON 65 EDITION,2D CV,,,34,39,A,1,2018
CHEVROLET,CORVETTE,STINGRAY,CARBON 65 EDITION,2D CV,,,36,48,A,1,2018
