MAKE,MODEL,SERIES,OPTIONPACKAGE,BODYSTYLE,Wheelbase,ENGINE,GRG,DRG,VSD,LRG,YEAR
ACURA,INTEGRA,,,4D HB,,,22,22,D,3,2024
ACURA,INTEGRA,A-SPEC,,4D HB,,,23,22,D,2,2024
ACURA,INTEGRA,A-SPEC,TECH,4D HB,,,23,23,D,2,2024
ACURA,INTEGRA,TYPE-S,,4D SED,,GAS,24,24,D,3,2024
ACURA,MDX,,,2WD 4D,,,22,24,C,3,2024
ACURA,MDX,,,4WD 4D,,,23,25,C,4,2024
ACURA,MDX,,ADVANCE PKG,4WD 4D,,,24,28,C,4,2024
ACURA,MDX,,TECH PKG,2WD 4D,,,23,26,C,3,2024
ACURA,MDX,,TECH PKG,4WD 4D,,,23,28,C,3,2024
ACURA,MDX,A-SPEC,,4WD 4D,,,24,28,C,3,2024
ACURA,MDX,TYPE S,,4WD 4D,,,28,32,C,6,2024
ACURA,MDX,TYPE S,ADVANCE PKG,4WD 4D,,,26,34,C,2,2024
ACURA,RDX,,,AWD 4D,,,19,22,C,3,2024
ACURA,RDX,ADVANCE PKG,,AWD 4D,,,21,25,C,2,2024
ACURA,RDX,A-SPEC PKG,,AWD 4D,,,20,24,C,2,2024
ACURA,RDX,A-SPEC W/ADV PKG,,AWD 4D,,,22,25,C,2,2024
ACURA,RDX,TECHNOLOGY PKG,,AWD 4D,,,20,24,C,2,2024
ACURA,TLX,2.0T,A-SPEC,AWD 4D,,,27,26,C,4,2024
ACURA,TLX,2.0T,TECH PKG,4D SED,,,26,25,D,4,2024
ACURA,TLX,TYPE-S,,AWD 4D,,,28,31,C,5,2024
ALFA ROMEO,GIULIA,COMPETIZIONE,,4D SED,,,31,26,D,6,2024
ALFA ROMEO,GIULIA,COMPETIZIONE,,AWD 4D,,,32,26,D,5,2024
ALFA ROMEO,GIULIA,QUADRIFOGLIO,,4D SED,,,44,40,D,9,2024
ALFA ROMEO,GIULIA,QUADRIFOGLIO,100TH ANNIVERSARY,4D SED,,,45,40,D,9,2024
ALFA ROMEO,GIULIA,SPRINT,,4D SED,,,28,23,D,6,2024
ALFA ROMEO,GIULIA,SPRINT,,AWD 4D,,,30,25,D,6,2024
ALFA ROMEO,GIULIA,TI,,4D SED,,,31,25,D,5,2024
ALFA ROMEO,GIULIA,TI,,AWD 4D,,,32,26,D,5,2024
ALFA ROMEO,GIULIA,VELOCE,,4D SED,,,31,25,D,6,2024
ALFA ROMEO,GIULIA,VELOCE,,AWD 4D,,,32,27,D,5,2024
ALFA ROMEO,STELVIO,COMPETIZIONE,,AWD 4D,,,28,28,C,3,2024
ALFA ROMEO,STELVIO,QUADRIFOGLIO,,AWD 4D,,,36,40,C,9,2024
ALFA ROMEO,STELVIO,QUADRIFOGLIO,100TH ANNIVERSARY,AWD 4D,,,36,39,B,8,2024
ALFA ROMEO,STELVIO,SPRINT,,2WD 4D,,,25,25,C,4,2024
ALFA ROMEO,STELVIO,SPRINT,,AWD 4D,,,25,25,C,4,2024
ALFA ROMEO,STELVIO,TI,,AWD 4D,,,28,28,C,2,2024
ALFA ROMEO,STELVIO,VELOCE,,AWD 4D,,,27,28,C,3,2024
ALFA ROMEO,TONALE,SPRINT,,AWD 4D,,PHEV,25,25,B,4,2024
ALFA ROMEO,TONALE,TI,,AWD 4D,,PHEV,24,24,B,3,2024
ALFA ROMEO,TONALE,VELOCE,,AWD 4D,,PHEV,24,25,B,3,2024
ASTON MARTIN,DB12,,,2D CPE,,,77,79,C,8,2024
ASTON MARTIN,DB12,VOLANTE,,2D CV,,,80,84,C,9,2024
ASTON MARTIN,DBX,,,4DR,,,64,68,C,8,2024
AUDI,A3,PREMIUM,,4D SED,,HYBRID,23,21,B,5,2024
AUDI,A3,PREMIUM,,4D SED,,HYBRID,25,21,B,3,2024
AUDI,A3,PREMIUM PLUS,,4D SED,,HYBRID,24,22,B,5,2024
AUDI,A3,PREMIUM PLUS,,4D SED,,HYBRID,25,22,B,4,2024
AUDI,A3,QUATTRO PREM,,4D SED,,HYBRID,24,22,B,5,2024
AUDI,A3,QUATTRO PREM PLUS,,4D SED,,HYBRID,25,25,B,5,2024
AUDI,A3,QUATTRO PREM PLUS,,4D SED,,HYBRID,26,24,B,5,2024
AUDI,A3,QUATTRO PREMIUM,,4D SED,,HYBRID,26,24,B,5,2024
AUDI,A4,2.0 ALLROAD QUATTRO,PREMIUM,4D SED,,HYBRID,28,25,C,5,2024
AUDI,A4,2.0 ALLROAD QUATTRO,PREMIUM PLUS,4D SED,,HYBRID,28,28,C,3,2024
AUDI,A4,2.0 ALLROAD QUATTRO,PRESTIGE,4D SED,,HYBRID,29,29,C,4,2024
AUDI,A4,2.0 QUATTRO PREMIUM,,4D SED,,HYBRID,26,23,C,5,2024
AUDI,A4,2.0 QUATTRO PREMIUM,,4D SED,,HYBRID,27,25,C,4,2024
AUDI,A4,2.0 QUATTRO PREMIUM,S-LINE,4D SED,,HYBRID,27,26,C,3,2024
AUDI,A4,2.0 QUATTRO PREMIUM,PLUS,4D SED,,HYBRID,28,24,C,5,2024
AUDI,A4,2.0 QUATTRO PREMIUM,PLUS,4D SED,,HYBRID,28,25,C,5,2024
AUDI,A4,2.0 QUATTRO PREMIUM,PLUSS-LINE,4D SED,,HYBRID,28,27,C,2,2024
AUDI,A4,2.0 QUATTRO PRESTIGE,,4D SED,,HYBRID,29,26,C,5,2024
AUDI,A4,2.0 QUATTRO PRESTIGE,S-LINE,4D SED,,HYBRID,29,27,C,4,2024
AUDI,A5,2.0 QUATTRO PREM,PLUS SPORTBACK,4D HB,,,32,33,C,1,2024
AUDI,A5,2.0 QUATTRO PREM,PLUS S SPORTBACK,4D HB,,,31,26,D,2,2024
AUDI,A5,2.0 QUATTRO PREM,PLUS S SPORTBACK,4D HB,,,31,28,C,1,2024
AUDI,A5,2.0 QUATTRO PREMIUM,,2D CPE,,,26,25,C,1,2024
AUDI,A5,2.0 QUATTRO PREMIUM,S-LINE,,,,31,27,D,2,2024
AUDI,A5,2.0 QUATTRO PREMIUM,S-LINE,,,,31,28,C,1,2024
AUDI,A5,2.0 QUATTRO PREMIUM,SPORTBACK,4D HB,,,29,27,D,2,2024
AUDI,A5,2.0 QUATTRO PREST S,,2D CPE,,,31,27,C,2,2024
AUDI,A5,2.0 QUATTRO PREST S,,2D CPE,,,30,28,C,1,2024
AUDI,A5,2.0 QUATTRO PREST S,,2D CPE,,HYBRID,30,28,C,1,2024
AUDI,A5,2.0 QUATTRO PRESTIGE,SPORTBACK,4D HB,,HYBRID,31,31,C,1,2024
AUDI,A5,2.0T QUATTRO PREM,PLUS,2D CPE,,,30,28,C,1,2024
AUDI,A5,2.0T QUATTRO PREM,PLUS,2D CV,,,30,31,C,3,2024
AUDI,A5,2.0T QUATTRO PREMIUM,,2D CV,,,30,29,D,4,2024
AUDI,A5,2.0T QUATTRO PRESTIGE,,2D CV,,,31,31,C,3,2024
AUDI,A6,2.0T QUATTRO PREM,PLUS,4D SED,,,29,30,C,4,2024
AUDI,A6,2.0T QUATTRO PREMIUM,,4D SED,,,29,29,C,5,2024
AUDI,A6,3.0T QUATTRO PREM,PLUS,4D SED,,,32,33,C,4,2024
AUDI,A6,3.0T QUATTRO PREMIUM,,4D SED,,,31,31,C,5,2024
AUDI,A6,3.0T QUATTRO PRESTIGE,,4D SED,,,37,36,C,7,2024
AUDI,A6,ALLROAD PREMIUM,PLUS,4D SED,,,34,36,D,6,2024
AUDI,A6,ALLROAD PRESTIGE,,4D SED,,,35,37,C,7,2024
AUDI,A7,SPORTBACK QUATTRO,PREMIUM,4D HB,,,41,42,C,5,2024
AUDI,A7,SPORTBACK QUATTRO,PREMIUM,4D HB,,,41,40,C,4,2024
AUDI,A7,SPORTBACK QUATTRO,PREMIUM PLUS,4D HB,,,44,44,C,5,2024
AUDI,A7,SPORTBACK QUATTRO,PREMIUM PLUS S-LINE,4D HB,,,44,43,D,4,2024
AUDI,A7,SPORTBACK QUATTRO,PREMIUM S-LINE,4D HB,,,42,42,C,4,2024
AUDI,A7,SPORTBACK QUATTRO,PRESTIGE,4D HB,,,42,42,C,5,2024
AUDI,A7,SPORTBACK QUATTRO,PRESTIGE S-LINE,4D HB,,,43,41,D,4,2024
AUDI,A8,L 55 3.0T QUATTRO,,4D SED,,,45,42,C,8,2024
AUDI,A8,L 55 3.0T QUATTRO,,4D SED,,,46,48,C,7,2024
AUDI,E-TRON,E-TRON GT,PREMIUM PLUS,AWD 4D,,ELECTRIC,42,44,C,8,2024
AUDI,E-TRON,E-TRON GT,PREMIUM PLUS/PERF.,PKG. AWD 4D,,ELECTRIC,44,45,C,8,2024
AUDI,E-TRON,E-TRON GT,PRESTIGE,AWD 4D,,ELECTRIC,44,45,B,8,2024
AUDI,E-TRON,E-TRON GT,PRESTIGE W/PERF.,PKG. AWD 4D,,ELECTRIC,45,46,C,8,2024
AUDI,E-TRON,QUATTRO,PREMIUM,AWD 4D,,ELECTRIC,34,34,B,7,2024
AUDI,E-TRON,QUATTRO,PREMIUM PLUS,AWD 4D,,ELECTRIC,35,35,B,7,2024
AUDI,E-TRON,QUATTRO,PREMIUM PLUS,AWD 4D,,ELECTRIC,33,35,A,6,2024
AUDI,E-TRON,RS E-TRON GT,,AWD 4D,,ELECTRIC,52,54,C,8,2024
AUDI,E-TRON,RS E-TRON GT,CARBON PERFORMANCE,PKGAWD 4D,,ELECTRIC,53,54,C,8,2024
AUDI,E-TRON,S QUATTRO,PREMIUM PLUS,AWD 4D,,ELECTRIC,44,44,C,9,2024
AUDI,Q3,2.0T QUATTRO,PREMIUM,AWD,,,23,22,A,3,2024
AUDI,Q3,2.0T QUATTRO,PREMIUM,AWD,,,22,22,B,4,2024
AUDI,Q3,2.0T QUATTRO,PREMIUM PLUS,AWD,,,25,24,B,4,2024
AUDI,Q3,2.0T QUATTRO,PREMIUM PLUS,AWD,,,23,23,B,4,2024
AUDI,Q3,2.0T QUATTRO,PREMIUM PLUS S-LINE,AWD,,,23,24,C,3,2024
AUDI,Q3,2.0T QUATTRO,PREMIUM PLUS S-LINE,AWD,,,24,24,C,4,2024
AUDI,Q3,2.0T QUATTRO,PREMIUM S-LINE,AWD,,,24,22,B,4,2024
AUDI,Q3,2.0T QUATTRO,PREMIUM S-LINE,AWD,,,23,23,C,2,2024
AUDI,Q4,ETRON PREMIUM,,4DR,,ELECTRIC,28,26,D,5,2024
AUDI,Q4,ETRON PREMIUM PLUS,PRESTIGE,4DR,,ELECTRIC,29,28,D,4,2024
AUDI,Q4,E-TRON QT PREMIUM,PLUS,4DR,,ELECTRIC,28,28,D,4,2024
AUDI,Q4,E-TRON QUATTRO,PREMIUM,4DR,,ELECTRIC,28,28,D,4,2024
AUDI,Q4,E-TRON QUATTRO,PRESTIGE,,,ELECTRIC,30,29,D,3,2024
AUDI,Q4,E-TRON SPORTBACK,QUATTPREMIUM,,,ELECTRIC,28,27,D,3,2024
AUDI,Q4,E-TRON SPORTBACK,QUATTPREMIUM PLUS,4DR,,ELECTRIC,30,28,D,2,2024
AUDI,Q4,E-TRON SPORTBACK,QUATTPRESTIGE,4DR,,ELECTRIC,30,29,D,2,2024
AUDI,Q5,2.0 QUATTRO PREM,PLUS,AWD 4D,,,28,29,B,2,2024
AUDI,Q5,2.0 QUATTRO PREM,PLUS S-LINE,AWD 4D,,,25,26,B,1,2024
AUDI,Q5,2.0T QUATTRO PREMIUM,,AWD 4D,,,24,24,B,2,2024
AUDI,Q5,2.0T QUATTRO PREMIUM,,AWD 4D,,,24,25,B,2,2024
AUDI,Q5,2.0T QUATTRO PREMIUM,PRESTIGE S-LINE,AWD 4D,,,25,26,B,1,2024
AUDI,Q5,2.0T QUATTRO PREMIUM,S-LINE,AWD 4D,,,27,28,B,2,2024
AUDI,Q5,2.0T QUATTRO PREMIUM,S-LINE,AWD 4D,,,25,26,B,1,2024
AUDI,Q5,2.0T QUATTRO PREMIUM,S-LINE,AWD 4D,,PHEV,28,32,B,4,2024
AUDI,Q5,2.0T QUATTRO PREMIUM,S-LINE,AWD 4D,,PHEV,27,26,B,2,2024
AUDI,Q5,2.0T QUATTRO PRESTIGE,,AWD 4D,,,27,30,B,2,2024
AUDI,Q5,2.0T QUATTRO PRESTIGE,S-LINE,AWD 4D,,,32,34,B,3,2024
AUDI,Q5,E PLUG-IN PREMIUM,PLUS,AWD 4D,,PHEV,32,34,B,4,2024
AUDI,Q5,E PLUG-IN PRESTIGE,S-LINE,AWD 4D,,PHEV,33,36,B,4,2024
AUDI,Q5,SPORTBACK QUATTRO,PREMIUM PLUS S-LINE,AWD 4D,,,27,29,B,1,2024
AUDI,Q5,SPORTBACK QUATTRO,PREMIUM S-LINE,AWD 4D,,,27,28,B,1,2024
AUDI,Q5,SPORTBACK QUATTRO,PRESTIGE S-LINE,AWD 4D,,,28,31,B,1,2024
AUDI,Q7,2.0T QUATTRO PREMIUM,,AWD 4D,,,27,33,C,3,2024
AUDI,Q7,2.0T QUATTRO PREMIUM,,AWD 4D,,,27,34,C,4,2024
AUDI,Q7,2.0T QUATTRO PREMIUM,PLUS,AWD 4D,,,27,34,C,4,2024
AUDI,Q7,2.0T QUATTRO PREMIUM,PLUS,AWD 4D,,,27,33,C,3,2024
AUDI,Q7,3.0T QUATTRO PREMIUM,,AWD 4D,,,26,30,C,3,2024
AUDI,Q7,3.0T QUATTRO PREMIUM,,AWD 4D,,,27,33,C,4,2024
AUDI,Q7,3.0T QUATTRO PREMIUM,PLUS,AWD 4D,,,31,37,C,2,2024
AUDI,Q7,3.0T QUATTRO PREMIUM,PLUS,AWD 4D,,,27,33,C,4,2024
AUDI,Q7,3.0T QUATTRO PRESTIGE,,AWD 4D,,,33,39,B,6,2024
AUDI,Q7,3.0T QUATTRO PRESTIGE,,AWD 4D,,,33,39,C,4,2024
AUDI,Q7,3.0T QUATTRO PRESTIGE,S-LINE SPORT PKG,AWD 4D,,,34,41,B,6,2024
AUDI,Q7,3.0T QUATTRO PRESTIGE,S-LINE SPORT PKG,AWD 4D,,,34,42,C,4,2024
AUDI,Q8,3.0 QUATTRO PREMIUM,,AWD 4D,,,35,36,C,5,2024
AUDI,Q8,3.0 QUATTRO PREMIUM,PLUS,AWD 4D,,,36,37,C,6,2024
AUDI,Q8,3.0 QUATTRO PRESTIGE,,,,,36,37,C,6,2024
AUDI,Q8,3.0 QUATTRO PRESTIGE,,AWD 4D,,,38,39,C,5,2024
AUDI,Q8,3.0 QUATTRO PRESTIGE,LAUNCH EDT,AWD 4D,,,39,40,C,5,2024
AUDI,Q8,3.0 QUATTRO PRESTIGE,S-LINE,AWD 4D,,,38,37,D,4,2024
AUDI,Q8,E-TRON QUATTRO,PREMIUM,AWD 4D,,,34,34,B,8,2024
AUDI,Q8,E-TRON QUATTRO,PREMIUM PLUS S-LINE,AWD 4D,,HYBRID,35,35,C,5,2024
AUDI,Q8,E-TRON QUATTRO,PREM PLU,AWD 4D,,,35,36,C,8,2024
AUDI,Q8,E-TRON QUATTRO,PREM PLU,AWD 4D,,HYBRID,36,37,C,6,2024
AUDI,Q8,E-TRON QUATTRO,PREM PLUPLUS,AWD 4D,,,35,36,C,7,2024
AUDI,Q8,E-TRON QUATTRO,PREMIUM,,,HYBRID,34,35,C,6,2024
AUDI,Q8,E-TRON QUATTRO,PREMIUM,AWD 4D,,,34,35,C,7,2024
AUDI,Q8,E-TRON QUATTRO,PRESTIGE,AWD 4D,,,36,37,C,7,2024
AUDI,Q8,E-TRON QUATTRO,PRESTIGELAUNCH,AWD 4D,,,38,37,C,7,2024
AUDI,Q8,E-TRON SPORTBACK,QUATTPLUS,AWD 4D,,,35,35,B,8,2024
AUDI,Q8,E-TRON SPORTBACK,QUATTPREMIUM PLUS S-LINE,AWD 4D,,,29,37,A,5,2024
AUDI,Q8,E-TRON SPORTBACK,QUATTPREMIUM PLUS S-LINE,AWD 4D,,,35,35,B,7,2024
AUDI,Q8,E-TRON SPORTBACK,QUATTPREMIUM PLUS S-LINE,AWD 4D,,,32,35,A,6,2024
AUDI,Q8,E-TRON SPORTBACK,QUATTPREMIUM S-LINE,AWD 4D,,,32,36,A,6,2024
AUDI,Q8,E-TRON SPORTBACK,QUATTPREMIUM S-LINE,AWD 4D,,,35,35,B,8,2024
AUDI,Q8,E-TRON SPORTBACK,QUATTPRES S-LINE,AWD 4D,,,31,39,A,6,2024
AUDI,Q8,E-TRON SPORTBACK,QUATTPRES S-LINE,AWD 4D,,,32,37,A,6,2024
AUDI,Q8,E-TRON SPORTBACK,QUATTPRES S-LINE LAUNCH,AWD 4D,,,33,36,A,7,2024
AUDI,Q8,E-TRON SPORTBACK,QUATTPRES S-LINE LAUNCH,AWD 4D,,,33,35,A,7,2024
AUDI,Q8 E-TRON,PRESTIGE,,4D AWD,,,35,37,C,7,2024
AUDI,Q8 E-TRON,PRESTIGE,LAUNCH,4D AWD,,,36,39,C,7,2024
AUDI,Q8 E-TRON,PRESTIGE,SPORTBACK,4D AWD,,,39,42,C,7,2024
AUDI,RS 3,2.5T QUATTRO,,4D SED,,,29,31,A,2,2024
AUDI,RS 3,2.5T QUATTRO,,4D SED,,,29,33,A,1,2024
AUDI,RS Q8,QUATTRO,,4DR,,,48,50,B,7,2024
AUDI,RS Q8,QUATTRO,,4DR,,,48,50,C,8,2024
AUDI,RS5,QUATTRO,,2D CPE,,,39,37,B,3,2024
AUDI,RS5,SPORTBACK QUATTRO,,4DR,,,39,37,B,9,2024
AUDI,RS5,SPORTBACK QUATTRO,,4DR,,,39,37,B,8,2024
AUDI,RS6,AVANT QUATTRO,,4D,,,52,50,C,8,2024
AUDI,RS7,4.0T QUATTRO,,4D SED,,,53,49,C,5,2024
AUDI,RS7,SPORTBACK QUATTRO,,4D SED,,,51,49,C,5,2024
AUDI,S3,QUATTRO PREMIUM,,4D SED,,,25,26,A,3,2024
AUDI,S3,QUATTRO PREMIUM,PLUS,4D SED,,,27,29,B,1,2024
AUDI,S3,QUATTRO PRESTIGE,,4D SED,,,28,31,B,1,2024
AUDI,S4,3.0 QUATTRO PREMIUM,,4D SED,,,30,26,C,5,2024
AUDI,S4,3.0 QUATTRO PREMIUM,,4D SED,,,30,26,C,1,2024
AUDI,S4,3.0 QUATTRO PREMIUM,PLUS,4D SED,,,32,33,D,1,2024
AUDI,S4,3.0 QUATTRO PRESTIGE,,4D SED,,,33,31,D,1,2024
AUDI,S5,3.0T QT PREM PLUS,,2D CPE,,HYBRID,31,32,C,1,2024
AUDI,S5,3.0T QT PREM PLUS,,4DR,,,34,36,C,1,2024
AUDI,S5,3.0T QUATTRO PLUS,,2D CV,,,32,32,B,7,2024
AUDI,S5,3.0T QUATTRO PREMIUM,,2D CPE,,HYBRID,29,28,B,1,2024
AUDI,S5,3.0T QUATTRO PREMIUM,,2D CV,,,31,32,B,5,2024
AUDI,S5,3.0T QUATTRO PREMIUM,,4DR,,,31,30,C,2,2024
AUDI,S5,3.0T QUATTRO PRESTIGE,,2D CPE,,HYBRID,31,31,B,1,2024
AUDI,S5,3.0T QUATTRO PRESTIGE,,2D CV,,,33,33,B,7,2024
AUDI,S5,3.0T QUATTRO PRESTIGE,,4DR,,,33,36,C,1,2024
AUDI,S6,S6 QUATTRO,PREMIUM,4D SED,,,41,38,C,8,2024
AUDI,S6,S6 QUATTRO,PREMIUM PLUS,4D SED,,,42,40,C,8,2024
AUDI,S6,S6 QUATTRO,PRESTIGE,4D SED,,,41,38,C,7,2024
AUDI,S7,2.9T,PREMIUM,4D SED,,,43,41,C,7,2024
AUDI,S7,2.9T,PREMIUM PLUS,4D SED,,,45,43,C,9,2024
AUDI,S7,2.9T,PRESTIGE,4D SED,,,45,44,C,8,2024
AUDI,S7,SPORTBACK QUATTRO,PREMIUM,4D SED,,,46,46,C,5,2024
AUDI,S8,4.0T QUATTRO,,4D SED,,,50,51,C,9,2024
AUDI,SQ5,3.0T QUATTRO PREMIUM,,AWD 4D,,,27,30,B,4,2024
AUDI,SQ5,3.0T QUATTRO PREMIUM,,AWD 4D,,,27,31,B,3,2024
AUDI,SQ5,3.0T QUATTRO PREMIUM,,AWD 4D,,SPORTBACK,29,33,B,3,2024
AUDI,SQ5,3.0T QUATTRO PREMIUM,PLUS,AWD 4D,,,29,35,B,1,2024
AUDI,SQ5,3.0T QUATTRO PREMIUM,PLUS,AWD 4D,,,29,33,B,2,2024
AUDI,SQ5,3.0T QUATTRO PREMIUM,PLUS,AWD 4D,,SPORTBACK,29,35,B,1,2024
AUDI,SQ5,3.0T QUATTRO PREMIUM,PLUS,AWD 4D,,SPORTBACK,29,33,B,3,2024
AUDI,SQ5,3.0T QUATTRO PRESTIGE,,AWD 4D,,,31,34,B,2,2024
AUDI,SQ5,3.0T QUATTRO PRESTIGE,,AWD 4D,,,33,36,B,1,2024
AUDI,SQ5,3.0T QUATTRO PRESTIGE,,AWD 4D,,SPORTBACK,31,34,B,3,2024
AUDI,SQ5,3.0T QUATTRO PRESTIGE,,AWD 4D,,SPORTBACK,32,36,B,3,2024
AUDI,SQ7,QUATTRO,PREMIUM PLUS,4DR,,,40,45,B,9,2024
AUDI,SQ7,QUATTRO,PRESTIGE,4DR,,,40,45,B,8,2024
AUDI,SQ8,4.0T QUATTRO PREMIUM,PLUS,4D,,,39,44,C,9,2024
AUDI,SQ8,4.0T QUATTRO PREMIUM,PLUS,4D,,,39,33,C,8,2024
AUDI,SQ8,4.0T QUATTRO PRESTIGE,,4D,,,38,33,C,6,2024
AUDI,SQ8 ETRON,QUATTRO PRESTIGE,,4D AWD,,,40,42,C,7,2024
BMW,228I,GRAN COUPE,,4D CPE,,,27,23,C,1,2024
BMW,228I,GRAN COUPE,DYNAMIC HANDLING,PKG 4D CPE,,,27,24,C,1,2024
BMW,228I,GRAN COUPE,M SPORT,4D CPE,,,34,31,C,1,2024
BMW,228I,GRAN COUPE,PREMIUM,4D CPE,,,27,24,C,1,2024
BMW,228I,X DRIVE GRAN COUPE,,4D CPE,,,27,24,C,3,2024
BMW,228I,X DRIVE GRAN COUPE,DYNAMIC HANDLING,PKG 4D CPE,,,28,25,C,4,2024
BMW,228I,X DRIVE GRAN COUPE,M SPORT,4D CPE,,,27,24,C,4,2024
BMW,228I,X DRIVE GRAN COUPE,PREMIUM,4D CPE,,,27,24,C,4,2024
BMW,230I,,,2D CPE,,,29,25,B,2,2024
BMW,230I,XDRIVE,,2D CPE,,,29,25,B,2,2024
BMW,230I,XDRIVE,M SPORT,2D CPE,,,28,25,B,2,2024
BMW,230I,XDRIVE,PREMIUM,2D CPE,,,28,25,B,2,2024
BMW,330E,,,4D SED,,PHEV,28,26,C,4,2024
BMW,330E,,M SPORT,4D SED,,PHEV,27,25,D,3,2024
BMW,330E,,PREMIUM,4D SED,,PHEV,27,25,D,3,2024
BMW,330E,XDRIVE,,AWD 4D,,PHEV,28,26,C,4,2024
BMW,330E,XDRIVE,M SPORT,AWD 4D,,PHEV,28,25,D,3,2024
BMW,330E,XDRIVE,PREMIUM,AWD 4D,,PHEV,28,26,C,3,2024
BMW,330I,,,4D SED,,,27,25,D,5,2024
BMW,330I,,M SPORT,4D SED,,,27,25,D,4,2024
BMW,330I,,PREMIUM,4D SED,,,27,25,D,4,2024
BMW,330I,XDRIVE,,AWD 4D,,,28,25,D,3,2024
BMW,330I,XDRIVE,M SPORT,AWD 4D,,,28,25,D,3,2024
BMW,330I,XDRIVE,PREMIUM,AWD 4D,,,28,25,D,3,2024
BMW,430I,,DYNAMIC,2D CPE,,,32,30,D,4,2024
BMW,430I,,M SPORT,2D CPE,,,32,29,D,4,2024
BMW,430I,GRAN COUPE,,4D CPE,,,32,29,D,5,2024
BMW,430I,GRAN COUPE,DYNAMIC,4D CPE,,,32,29,D,5,2024
BMW,430I,GRAN COUPE,M SPORT,4D CPE,,,32,28,D,5,2024
BMW,430I,XDRIVE,DYNAMIC,2D CPE,,,34,32,D,4,2024
BMW,430I,XDRIVE,M SPORT,2D CPE,,,34,33,D,4,2024
BMW,530I,,,4D SED,,,29,31,C,5,2024
BMW,530I,,M SPORT,4D SED,,,31,31,C,5,2024
BMW,530I,,PREMIUM,4D SED,,,32,31,C,5,2024
BMW,530I,XDRIVE,,AWD 4D,,,29,31,C,6,2024
BMW,530I,XDRIVE,M SPORT,AWD 4D,,,31,31,C,6,2024
BMW,530I,XDRIVE,PREMIUM,AWD 4D,,,32,32,C,6,2024
BMW,540I,XDRIVE,,AWD 4D,,HYBRID,31,34,C,6,2024
BMW,540I,XDRIVE,,AWD 4D,,HYBRID,34,36,C,7,2024
BMW,540I,XDRIVE,M SPORT,AWD 4D,,HYBRID,36,38,C,7,2024
BMW,540I,XDRIVE,PREMIUM,AWD 4D,,HYBRID,36,38,C,7,2024
BMW,740I,,,4D SED,,,43,47,C,8,2024
BMW,740I,XDRIVE,,AWD 4D,,,51,54,C,7,2024
BMW,750E,XDRIVE,,4DR SEDAN,,PHEV,45,46,A,8,2024
BMW,760I,XDRIVE,,4D SED,,,53,54,C,9,2024
BMW,840I,,,2D CPE,,,46,44,D,8,2024
BMW,840I,,,2D CV,,,48,46,C,9,2024
BMW,840I,GRAN COUPE,,4D CPE,,,46,44,D,9,2024
BMW,840I,X DRIVE GRAN COUPE,,4D CPE,,,46,44,D,9,2024
BMW,840I,XDRIVE,,AWD 2D,,,46,44,C,9,2024
BMW,840I,XDRIVE,,AWD CONV,,,48,46,C,9,2024
BMW,ALPINA B7,XDRIVE,,AWD 4D,,,60,68,C,9,2024
BMW,ALPINA B8,,,4WD 4D,,,54,56,C,9,2024
BMW,ALPINA XB7,,,AWD 4D,,,54,56,B,8,2024
BMW,I4,EDRIVE 35,,4D 2WD,,ELECTRIC,32,28,C,4,2024
BMW,I4,EDRIVE 35,M SPORT,4D 2WD,,ELECTRIC,32,28,C,5,2024
BMW,I4,EDRIVE 40,,4D 2WD,,ELECTRIC,32,32,C,4,2024
BMW,I4,EDRIVE 40,M SPORT,4D 2WD,,ELECTRIC,32,31,C,4,2024
BMW,I4,XDRIVE 40,,AWD 4D,,ELECTRIC,33,33,C,7,2024
BMW,I4,XDRIVE 40,M SPORT,AWD 4D,,ELECTRIC,33,32,C,7,2024
BMW,I4,XDRIVE M50,,AWD 4D,,ELECTRIC,36,34,C,9,2024
BMW,I5,EDRIVE 40,,4DR SEDAN,,ELECTRIC,34,33,C,5,2024
BMW,I5,EDRIVE 40,M SPORT,4DR SEDAN,,ELECTRIC,35,33,C,5,2024
BMW,I5,EDRIVE 40,PREMIUM,4DR SEDAN,,ELECTRIC,35,33,C,5,2024
BMW,I5,XDRIVE M60,,4DR SEDAN,,ELECTRIC,39,38,C,8,2024
BMW,I5,XDRIVE M60,PREMIUM,4DR SEDAN,,ELECTRIC,40,40,C,8,2024
BMW,I7,EDRIVE 50,,4D SED,,ELECTRIC,44,45,C,8,2024
BMW,I7,EDRIVE 50,M SPORT,4D SED,,ELECTRIC,45,46,C,8,2024
BMW,I7,XDRIVE M70,,4D SED,,ELECTRIC,58,60,B,8,2024
BMW,I7,XDRIVE60,,4D SED,,ELECTRIC,48,50,B,8,2024
BMW,IX,M60,,AWD,,ELECTRIC,46,46,C,9,2024
BMW,IX,XDRIVE50,,AWD,,ELECTRIC,39,40,B,9,2024
BMW,IX,XDRIVE50,PREMIUM,AWD,,ELECTRIC,40,42,B,9,2024
BMW,M2,,,2D CPE,,,34,32,B,2,2024
BMW,M235I,X DRIVE GRAN COUPE,,4D CPE,,,29,28,C,1,2024
BMW,M235I,X DRIVE GRAN COUPE,PREMIUM,4D CPE,,,30,31,C,1,2024
BMW,M240I,,,AWD 2D,,,30,28,A,1,2024
BMW,M240I,,COOLING HIGH PERF,TIRE AWD 2D,,,31,28,A,1,2024
